#gene	sample1	sample2	sample3	sample7	sample8	sample9
CRELD1	166	111	167	447	201	136
PRRT3	310	372	172	527	352	503
EMC3	95	62	63	112	26	90
FANCD2	405	797	700	693	515	1397
FANCD2OS	11499	25930	13289	25210	19305	18192
BRK1	2002	1103	1459	2912	974	2888
VHL	370	283	298	284	488	586
IRAK2	4858	6103	5709	6903	9744	3317
TATDN2	661	1636	1651	1657	1238	1536
RP11-438J1.1	10058	5962	4307	12541	7317	11145
GHRL	831	727	1265	1040	446	942
SEC13	3984	2436	6244	9952	3260	4397
ATP2B2	3354	3211	4191	2534	3848	4007
SLC6A11	1649	2308	1733	3964	1818	3034
SLC6A1	65	73	112	163	187	108
HRH1	336	272	209	483	270	115
ATG7	4116	2505	2333	2343	3016	2752
VGLL4	3658	3335	2758	4630	3082	3993
TAMM41	2254	3059	3349	7413	3877	1831
SYN2	1682	1484	1486	1513	2365	1013
TIMP4	1753	1447	1136	1775	1491	3144
PPARG	3289	1492	2775	4355	5978	1589
TSEN2	169	311	298	461	444	485
MKRN2OS	1760	1627	4595	3509	3646	4966
MKRN2	961	1415	1255	1084	1025	1121
RAF1	9302	11115	16411	7313	7606	7789
TMEM40	2647	2324	3753	5077	8304	1869
CAND2	3049	1448	2510	2330	1925	1258
RPL32	1093	3809	3760	4319	4247	1954
IQSEC1	518	840	659	1198	1179	427
NUP210	547	366	998	743	939	1248
HDAC11	6874	3432	4479	9453	5592	2331
FBLN2	3060	2017	2590	2133	2305	3197
WNT7A	3804	2959	2794	3374	3775	4463
CHCHD4	601	451	270	339	294	306
TMEM43	82	80	69	69	137	54
RP11-434D12.1	272	250	99	305	234	106
XPC	7299	5259	13930	13057	8337	4245
LSM3	1037	919	1417	701	1885	1517
SLC6A6	102	251	230	225	432	334
GRIP2	499	349	341	1126	762	675
CCDC174	2590	7571	4728	5714	2552	9131
C3orf20	881	430	315	924	964	599
FGD5	2130	2668	4837	3199	2212	4178
NR2C2	3596	1246	1709	1452	3171	1866
MRPS25	344	180	213	489	605	553
RBSN	541	288	469	818	1214	1035
CAPN7	6214	6453	8432	8483	15240	14805
SH3BP5	43	86	71	297	86	179
METTL6	800	461	800	716	972	664
EAF1	246	400	535	555	769	494
COLQ	2045	2360	3086	3126	2386	1658
HACL1	443	256	634	740	427	430
BTD	2756	1657	3714	5721	3910	3332
ANKRD28	2418	3714	1970	3152	1444	2123
GALNT15	300	606	586	166	515	467
DPH3	1311	1264	1391	2017	991	784
OXNAD1	681	748	992	884	875	2059
RFTN1	3879	2084	5883	1787	3241	2417
DAZL	4152	6911	4471	3988	5118	3573
PLCL2	264	117	213	209	233	368
TBC1D5	458	486	435	737	702	384
SATB1	171	162	204	263	433	301
KCNH8	9390	8110	8982	13583	10178	7745
EFHB	269	354	383	423	390	281
RAB5A	1800	1192	2103	1600	2758	1521
PP2D1	1311	3447	1944	3068	2504	4971
KAT2B	681	873	517	620	847	1391
SGO1	2567	2166	1591	1884	4780	1970
ZNF385D	1964	1452	2181	2691	2568	2099
UBE2E2	5566	5109	12193	7534	8613	6562
UBE2E1	3148	2458	2566	2316	4919	3916
NKIRAS1	991	1196	694	858	891	931
RPL15	3475	2977	8939	4567	3780	1969
NR1D2	1087	262	762	327	830	726
THRB	8532	4046	3735	3944	2711	4603
RARB	1027	1529	1287	1567	2271	326
TOP2B	172	337	560	742	574	489
NGLY1	757	548	705	850	925	711
OXSM	599	510	1324	960	713	386
LRRC3B	430	344	657	486	490	324
NEK10	884	451	537	586	879	660
SLC4A7	1445	464	1076	1686	1225	623
EOMES	347	269	870	67	744	384
CMC1	332	1232	1013	2074	1959	1469
AZI2	15	38	29	27	28	83
ZCWPW2	3249	7289	6236	6533	6948	7250
RP11-9J18.1	933	756	1551	2826	1531	1063
RBMS3	2842	3239	1950	3418	1895	3520
TGFBR2	2956	4591	8895	3852	6842	2372
GADL1	731	613	750	672	1721	606
STT3B	317	429	846	755	426	933
OSBPL10	59	172	202	251	238	233
ZNF860	2005	5734	3265	2818	3992	3133
GPD1L	63	51	36	68	62	51
CMTM8	2362	5787	2995	1763	2432	1343
CMTM7	391	425	267	372	394	406
CMTM6	6535	4810	3176	2220	4011	5615
DYNC1LI1	1281	622	1678	1037	990	1636
CNOT10	10254	6276	7877	13954	15428	13155
TRIM71	4776	3277	5335	3155	3674	5204
CCR4	8336	3427	3667	3530	5221	3716
GLB1	6457	4985	6065	10263	7622	8521
TMPPE	1445	1646	1217	1595	1503	1003
CRTAP	1416	571	825	597	678	1171
SUSD5	1382	812	1095	2349	2259	1223
FBXL2	2861	1225	2151	4009	2660	4702
UBP1	782	1135	1326	1133	1850	1113
CLASP2	514	953	1474	1071	1156	1093
PDCD6IP	859	1382	269	695	1215	1235
ARPP21	892	604	377	1180	780	1132
STAC	111	225	53	140	68	140
DCLK3	1761	2893	2458	1960	1412	2141
TRANK1	1624	4072	3714	4124	2548	9231
EPM2AIP1	4213	5946	2784	2757	4813	4237
MLH1	2802	2793	5162	5425	3545	10129
LRRFIP2	1466	747	1632	1209	1960	4728
GOLGA4	668	1447	650	1333	1345	3078
ITGA9	666	784	827	1772	1086	700
CTDSPL	2010	2659	2598	3509	3197	6120
VILL	679	347	867	220	798	865
PLCD1	3110	3127	3013	3080	4122	3837
DLEC1	852	959	645	859	688	963
ACAA1	7245	12658	8869	6025	17184	5894
MYD88	632	409	480	542	1468	1163
OXSR1	5219	7534	20496	7140	11844	20918
SLC22A13	1731	830	1800	3426	1238	1369
SLC22A14	1270	908	1667	1158	2779	2157
XYLB	3298	7184	8796	3796	10109	4648
ACVR2B	117	210	282	237	364	336
EXOG	2392	6147	3759	5454	4118	3122
SCN5A	8774	13191	4754	8162	7474	8790
SCN10A	3227	8539	5994	4353	6250	5220
SCN11A	1679	2413	2705	2694	6565	5229
WDR48	978	1208	1539	1883	1553	1334
GORASP1	3208	1180	3422	1531	2657	4464
TTC21A	335	245	151	350	488	709
CSRNP1	1821	1570	2048	1194	1640	1344
XIRP1	2593	3173	3629	2937	5157	3751
CX3CR1	2106	4600	2440	8710	5217	5858
CCR8	3293	4296	6469	10574	6703	4152
SLC25A38	917	1654	857	1964	3477	3734
RPSA	10004	11952	6275	17563	4219	2966
MOBP	1493	1482	2734	3786	1907	3915
MYRIP	2282	2102	1513	1680	1725	2832
EIF1B	373	324	491	536	303	833
ENTPD3	1531	696	331	662	713	677
RPL14	4981	2572	1795	2893	4871	7177
ZNF619	1164	2082	2149	3387	2582	3008
ZNF620	363	366	587	473	476	560
ZNF621	10371	2401	7142	8650	10596	10049
CTNNB1	277	336	426	244	617	337
ULK4	776	703	867	1055	688	499
TRAK1	1168	410	691	1262	1580	1111
CCK	1783	1217	954	909	2432	1489
LYZL4	1765	2612	2481	2877	2958	1742
VIPR1	3577	3039	2840	5595	4533	3751
SEC22C	1248	1089	1827	2502	827	797
SS18L2	1904	3702	844	2523	2484	2705
NKTR	1445	3212	2510	4747	5237	4136
ZBTB47	3480	1825	2796	2820	1910	2430
KLHL40	1189	341	373	753	1007	198
CCDC13	679	338	484	743	1046	785
HHATL	3379	507	619	943	1073	2021
RP4-613B23.5	387	1241	1239	433	959	574
HIGD1A	1757	2036	1007	2438	3742	2404
ACKR2	43	25	52	54	17	60
RP11-136C24.3	3116	802	1649	1691	1456	1078
KRBOX1	3184	2666	1541	3497	2782	2953
CYP8B1	2015	1727	2097	1279	1082	2684
ZNF662	4152	3261	3023	2092	1774	2948
FAM198A	1687	4699	2368	5537	4899	3521
POMGNT2	1465	2102	2953	2126	2287	1856
SNRK	898	679	1105	1864	879	1257
ANO10	242	84	125	266	150	142
ABHD5	2145	6339	3521	5982	6326	3306
TOPAZ1	1179	2343	4354	1563	2025	6960
TCAIM	2636	2225	2944	6075	3326	5079
LINC00694	664	453	666	962	704	592
ZNF445	1764	3447	1365	3995	5388	4827
ZNF852	3343	10027	7054	25863	7312	3142
ZKSCAN7	721	1364	903	1442	2409	1712
ZNF660	128	86	333	256	77	126
ZNF197	366	661	312	1442	509	886
ZNF35	1900	3003	2517	2604	3193	4324
ZNF502	2239	2372	2885	2013	2692	7380
ZNF501	71	128	138	254	148	224
KIAA1143	2626	5235	4146	6581	8142	7183
KIF15	2744	2625	2177	4531	2283	3288
TMEM42	2255	2045	2206	1572	2489	1217
TGM4	513	921	739	637	1071	802
ZDHHC3	5770	3245	3815	6116	5170	6649
EXOSC7	67	172	200	43	140	74
CLEC3B	277	542	391	385	488	405
CDCP1	1047	1180	494	476	1095	1210
TMEM158	2129	1820	1183	2199	1455	1088
LARS2	581	655	141	928	895	497
LIMD1	3412	3278	5944	4814	4204	8310
SACM1L	1506	799	1616	1474	2165	1435
SLC6A20	1235	985	1157	1369	2233	534
LZTFL1	4310	3524	5976	6863	9982	7071
CCR9	2005	1132	2785	620	1735	1157
FYCO1	2322	2873	3450	5004	4306	3406
CXCR6	355	661	1474	896	599	703
XCR1	10958	6446	16807	6888	17149	9284
CCR3	2009	2013	1000	2597	2805	2718
CCR1	248	860	477	487	900	927
CCR2	1221	573	855	886	1032	1047
CCR5	2136	1576	2197	2062	2721	1006
CCRL2	2622	2713	4032	2173	2333	3676
LTF	33	94	96	77	82	28
RTP3	2443	2059	2718	1877	2738	2694
LRRC2	1040	799	679	1526	757	1771
TDGF1	1012	2490	1386	1273	1030	1216
AC104304.4	1593	1822	2295	440	1609	2040
ALS2CL	727	792	968	2984	2891	1982
TMIE	215	221	189	218	250	278
PRSS50	1152	1482	972	2115	2546	1339
PRSS46	3581	4343	1574	4632	4664	4268
PRSS45	797	1442	913	854	1203	482
PRSS42	5016	3952	7711	9826	8379	9107
MYL3	3728	2918	1207	2139	5483	2763
PTH1R	1903	2539	2188	1050	6404	1547
CCDC12	2525	1849	2864	3911	8447	5135
NBEAL2	436	428	282	268	357	276
SETD2	3960	2750	7725	2314	10335	1535
KIF9	1054	1024	518	645	1095	469
KLHL18	2875	3275	5217	5025	5506	7056
PTPN23	2044	900	1170	3800	1791	1897
SCAP	3426	4602	3915	1630	3155	3911
ELP6	174	193	294	203	462	339
CSPG5	1446	3845	553	1714	2301	2575
SMARCC1	37	47	32	40	91	48
DHX30	3542	2145	2451	945	1484	1584
MAP4	2980	4738	2399	1636	7416	3255
CDC25A	70	81	50	227	172	57
CAMP	4091	4536	4315	2609	2473	4014
ZNF589	782	810	496	1701	1078	1169
NME6	796	848	889	703	1024	897
SPINK8	363	267	320	390	695	269
FBXW12	42	47	17	59	47	44
PLXNB1	815	999	922	1062	698	843
CCDC51	2512	2248	2163	2733	3028	1884
TMA7	5577	1959	1735	4084	3900	2677
ATRIP	1231	1705	1626	2037	2865	2068
TREX1	495	1256	1257	682	465	923
SHISA5	430	632	316	715	598	1155
PFKFB4	499	276	464	412	982	368
UCN2	2730	2043	1235	3584	6194	3950
COL7A1	1053	852	1143	1107	647	1133
UQCRC1	930	799	665	1414	1822	476
TMEM89	875	474	1093	1120	1661	303
SLC26A6	335	428	532	542	375	387
CELSR3	150	82	94	248	391	125
NCKIPSD	1304	1072	1559	2073	2226	1621
IP6K2	4435	7928	2646	7499	5607	12374
PRKAR2A	601	1182	1323	793	716	886
SLC25A20	3538	1994	2264	4517	2955	2149
ARIH2OS	5478	6805	10559	13011	5511	12701
ARIH2	2686	2038	2674	2727	1115	1684
P4HTM	386	220	769	567	709	597
WDR6	2401	3866	1757	6548	2525	2814
DALRD3	4995	4808	4332	7793	2717	5813
NDUFAF3	4866	2691	1541	9678	4150	7141
IMPDH2	3922	6192	6672	14201	4869	5671
QRICH1	220	245	257	363	821	665
QARS	126	72	61	148	105	171
USP19	800	800	545	1204	1432	765
LAMB2	3325	2293	2122	2693	4205	4676
CCDC71	8021	5127	6463	9626	6119	10233
KLHDC8B	103	344	804	511	213	331
C3orf84	2529	3656	1658	1702	2913	3995
CCDC36	184	180	189	257	238	196
C3orf62	311	998	878	1965	942	1818
USP4	715	1452	463	709	634	1414
GPX1	2071	5283	1564	2912	1038	3516
RHOA	1893	1162	816	2462	1990	1787
TCTA	4660	8283	18419	12899	20129	5017
AMT	1369	927	1060	742	1483	609
RP11-949J7.8	6405	1636	8087	6854	7245	4407
NICN1	1665	2004	2544	1542	919	2272
DAG1	1965	3835	3315	4013	7638	4175
BSN	233	343	375	501	254	472
APEH	3777	5947	5861	4921	7108	5970
MST1	1010	727	963	1115	1245	1470
RNF123	1586	2013	2388	2133	836	1056
AMIGO3	42	91	111	125	153	125
GMPPB	313	408	567	695	316	510
IP6K1	465	336	380	110	349	367
CDHR4	21	64	77	94	137	75
FAM212A	340	232	373	208	243	472
UBA7	204	195	385	745	566	428
TRAIP	450	187	280	688	1048	295
CAMKV	2325	3823	1308	3315	5288	1437
MST1R	1433	868	839	1585	3074	3080
MON1A	1830	944	1435	2280	1093	1016
RBM6	1041	1281	1023	1205	1066	545
RBM5	2272	1904	764	2896	4122	3289
SEMA3F	8268	10132	9471	4445	7948	7986
GNAT1	359	404	310	508	762	868
SLC38A3	397	230	222	182	404	349
GNAI2	6719	5140	2390	6631	6067	4715
SEMA3B	777	354	1514	1309	923	869
LSMEM2	375	365	442	1445	519	243
IFRD2	3289	898	3661	2497	3341	2104
HYAL3	2128	2762	2128	4511	1598	2623
NAT6	1320	1207	1078	2769	2095	1906
HYAL1	442	529	1352	426	1216	827
HYAL2	2249	2903	1550	4317	2265	2498
TUSC2	1433	1875	1654	1645	1423	1608
RASSF1	1988	2589	919	1081	1891	1133
ZMYND10	3950	9231	6531	12277	8429	4973
NPRL2	423	314	302	583	177	682
CYB561D2	5958	3759	5018	4550	5106	7254
XXcos-LUCA11.5	14	8	7	16	11	7
TMEM115	799	956	572	898	1278	1970
CACNA2D2	1575	2195	3144	9354	5682	4458
C3orf18	11437	11405	4155	11421	10531	6512
HEMK1	11019	3445	6864	4632	8097	11787
CISH	2595	4668	5922	8157	6396	5273
MAPKAPK3	2455	2344	3168	4019	4853	1587
DOCK3	3125	2313	5262	3379	4662	5798
MANF	4913	1423	2120	4719	2479	4632
RBM15B	4173	8925	7603	8637	6927	12033
DCAF1	1096	1814	2493	2943	3608	4215
RAD54L2	283	339	422	343	170	574
TEX264	165	64	64	74	158	171
GRM2	3023	1371	1924	1737	991	2153
IQCF6	972	825	925	1556	795	930
IQCF3	408	1526	751	989	874	1262
IQCF2	2718	3628	5461	4811	6012	5115
IQCF5	1327	880	491	1068	996	884
IQCF1	1148	995	864	1012	1683	1957
RRP9	278	685	421	1251	784	357
PARP3	2502	5651	2417	5958	4256	4186
GPR62	863	2771	1733	1371	1505	1415
PCBP4	544	288	401	778	854	1110
ABHD14B	5591	3282	6010	6178	7514	9439
ABHD14A	751	1335	2207	2868	1590	871
ABHD14A-ACY1	2769	2228	3383	4973	4427	3966
ACY1	3853	3275	2290	4960	1933	3500
RPL29	1907	3811	2711	4313	2568	3649
DUSP7	11972	17127	18223	12644	7842	18906
POC1A	1381	615	1006	648	607	683
ALAS1	105	129	237	219	156	256
TLR9	1044	708	379	1247	823	1032
RP11-330H6.5	351	572	420	455	261	733
TWF2	1861	1174	2736	2630	2046	2766
PPM1M	2221	1521	5532	2660	3563	4315
WDR82	771	750	575	599	558	368
GLYCTK	3126	5072	3393	15142	8037	8748
DNAH1	59	154	55	42	82	62
BAP1	425	438	548	915	623	791
PHF7	964	850	888	601	837	744
SEMA3G	925	2211	1510	928	1484	2299
TNNC1	4248	6286	2651	3654	6146	8827
NISCH	102	95	126	43	175	172
STAB1	43	57	8	58	89	77
NT5DC2	1194	4604	7620	7633	6006	3121
SMIM4	1616	3202	3001	5600	3350	2582
PBRM1	4879	2687	4917	5043	6862	5954
GNL3	429	203	468	274	399	603
GLT8D1	428	384	522	403	328	705
SPCS1	1341	1016	1988	1042	2221	2865
NEK4	810	258	311	341	537	719
ITIH1	255	609	424	363	201	387
ITIH3	3329	4571	2817	10812	8881	3824
ITIH4	1895	3633	1481	3743	1907	2435
RP5-966M1.6	623	2159	668	1779	469	682
MUSTN1	306	541	796	523	695	649
TMEM110-MUSTN1	9212	4848	5182	15637	6983	9248
TMEM110	456	871	881	938	1361	798
SFMBT1	2524	2757	1978	4507	2855	4217
RP11-894J14.5	358	712	685	554	574	774
RFT1	1009	685	408	929	1132	1485
PRKCD	4232	10134	3422	7237	8592	6701
TKT	5061	7074	3195	3458	2730	3198
DCP1A	5004	3697	2698	7415	4356	1601
CACNA1D	2298	1383	2900	2340	3890	5973
CHDH	2586	3854	2495	2846	1420	1574
IL17RB	401	488	650	335	425	316
ACTR8	3642	3310	744	1612	2652	2796
SELK	3	14	17	15	4	3
CACNA2D3	7883	3834	6369	9516	6656	6910
LRTM1	999	1096	1180	638	992	398
WNT5A	1003	1730	1968	579	854	952
ERC2	2356	1344	2220	2228	1497	2717
CCDC66	4822	3876	1866	6610	6011	5884
FAM208A	2225	4191	3065	2214	4177	3409
ARHGEF3	161	354	295	375	565	277
SPATA12	8421	5488	7880	4770	11503	7733
IL17RD	423	224	263	637	482	540
HESX1	1531	810	538	1507	1558	1724
APPL1	59	94	79	100	131	67
ASB14	3091	2189	1700	4000	6181	7198
DNAH12	5944	2386	1086	7842	12427	4050
PDE12	727	459	524	382	955	415
ARF4	2295	2725	1336	1938	903	1986
DENND6A	1094	1062	882	2546	2476	3860
SLMAP	2249	4354	3677	3357	1084	3188
FLNB	209	237	243	446	356	199
DNASE1L3	550	455	578	242	737	792
ABHD6	3237	3338	4787	5639	4327	3726
RPP14	7536	4586	2912	5270	10219	3391
RP11-80H18.3	2666	3606	2057	4848	4648	1551
PXK	571	553	230	384	955	431
PDHB	2129	2047	3372	4946	2600	4065
KCTD6	316	332	287	478	318	255
ACOX2	746	1039	650	2239	1444	1078
FAM107A	1356	619	807	2144	1650	1860
FAM3D	1952	1722	1176	2698	2006	1500
C3orf67	1859	1039	420	1049	2083	2375
FHIT	197	216	237	363	203	191
PTPRG	15792	8263	25900	13256	8584	7264
C3orf14	378	218	250	336	516	249
FEZF2	2782	1548	1416	1886	1181	3788
CADPS	113	61	84	74	134	195
SYNPR	576	464	96	190	499	265
SNTN	2122	2726	2494	4549	6997	3227
C3orf49	4220	1682	3192	3983	1454	1981
THOC7	1982	3154	1081	2449	2888	2807
ATXN7	244	499	270	515	684	739
PSMD6	1261	3036	1071	3312	3143	1210
PRICKLE2	912	2125	1139	1369	2323	2548
ADAMTS9	920	1085	2023	2041	1872	1096
MAGI1	2326	1761	1899	2642	1731	2843
SLC25A26	78	68	54	119	42	26
LRIG1	976	285	382	490	1045	501
KBTBD8	731	545	1534	2300	2684	1193
SUCLG2	1087	929	916	2597	1875	1139
FAM19A1	2752	4739	3599	4182	9448	4299
FAM19A4	559	331	361	500	263	310
EOGT	8180	2674	4174	7666	4069	3878
TMF1	1231	1526	1336	2541	1350	2183
UBA3	824	1094	1063	795	2137	1862
ARL6IP5	3286	3431	3443	4739	2210	1060
LMOD3	2667	2108	1139	3293	1706	3146
FRMD4B	221	1555	890	1063	773	2206
MITF	3425	938	1655	2710	1999	3054
RP11-231I13.2	914	353	905	2167	415	1726
FOXP1	793	1406	1068	1237	1470	1095
EIF4E3	1245	600	1199	1754	1114	1021
GPR27	643	1373	424	675	531	599
PROK2	2939	3434	5344	4994	3845	2871
RYBP	1098	2560	1886	1824	1217	2969
SHQ1	779	1430	1246	1555	1110	1648
GXYLT2	1010	1106	622	1749	1333	1251
PPP4R2	2280	3733	1588	4311	10868	4919
EBLN2	2269	1636	2325	1956	1659	1674
PDZRN3	2457	1029	3260	1862	2849	2600
CNTN3	675	1401	871	1128	1402	927
FRG2C	4058	6133	3590	5973	2837	3181
ZNF717	2712	11363	13945	8537	6162	9378
ROBO2	6936	5292	8296	7100	3448	6120
ROBO1	317	537	315	830	647	906
GBE1	1447	2913	1012	1925	1742	2126
CADM2	6152	3395	6287	4966	5151	2309
VGLL3	6228	3641	6551	4281	8540	10719
CHMP2B	323	345	442	988	477	200
POU1F1	6001	7020	3684	5703	4442	11711
HTR1F	791	1423	1032	1509	4144	1108
CGGBP1	112	103	89	313	182	176
ZNF654	1518	1108	1380	894	735	2740
C3orf38	706	859	674	651	1100	1128
RP11-249L12.1	4428	3219	4511	3947	4009	12179
EPHA3	182	137	113	151	380	169
PROS1	769	299	125	1112	530	538
ARL13B	5984	11020	2379	7064	4617	9732
STX19	4573	2528	3445	5380	5218	3961
DHFRL1	3864	6821	7382	6156	2838	7467
NSUN3	29	93	42	64	127	66
MTRNR2L12	1652	1125	1062	2233	3605	1870
EPHA6	1417	888	1886	3946	2416	1777
ARL6	8068	8885	2711	10334	17926	16989
CRYBG3	2626	5548	2461	5568	6565	2590
MINA	45	368	225	205	217	342
GABRR3	202	183	279	230	259	128
OR5AC2	1697	1189	1109	1864	1965	2012
OR5H1	1072	880	630	2229	451	3008
OR5H14	6062	3723	6086	3371	6160	5823
OR5H15	1557	437	1791	2644	2704	2872
OR5H6	1169	2539	813	841	1672	2047
OR5H2	1092	621	799	1261	857	1101
OR5K4	41	72	58	72	114	84
OR5K3	3492	6306	10265	4917	9367	14554
OR5K1	18588	15189	4093	14174	5680	10835
OR5K2	1087	393	1268	2109	1008	1460
CLDND1	7501	7575	13951	15017	11098	10416
CPOX	8	11	4	8	8	12
GPR15	2560	3370	1178	3333	4928	4111
ST3GAL6	983	950	2214	1470	1492	1570
DCBLD2	4317	6193	4187	3891	9346	5796
COL8A1	101	282	107	131	70	88
CMSS1	146	197	192	215	268	240
FILIP1L	1926	2096	1068	2025	2447	2714
TBC1D23	1610	1450	995	1183	1503	1632
NIT2	1448	877	460	1455	638	1338
TOMM70	8745	15315	6958	8235	4410	7053
LNP1	3305	2244	2234	3014	2818	5610
TMEM45A	626	454	558	656	993	586
ADGRG7	1834	1260	1729	989	1267	1583
TFG	5193	4679	8851	15546	19485	9478
ABI3BP	6336	1739	2795	4904	3862	2985
IMPG2	724	273	294	383	760	672
SENP7	2332	1887	2551	2127	2811	1783
TRMT10C	6926	2412	5045	10594	7138	6372
PCNP	1862	1755	433	3113	2090	601
ZBTB11	7778	9628	7223	5798	12297	22886
RPL24	1521	2331	2028	1880	3501	2168
CEP97	1439	841	355	626	1207	788
NXPE3	2588	1674	2963	1190	1832	2755
NFKBIZ	14	27	29	15	36	63
ZPLD1	1171	1974	2265	2447	2818	3132
ALCAM	7048	6842	4104	8033	6070	3804
CBLB	1474	6444	2308	7231	5793	5011
CCDC54	2650	2918	2104	5941	3628	4197
BBX	4260	2600	2333	3392	1879	1656
CD47	3796	6419	3580	6153	4059	5178
IFT57	3225	4217	2126	3471	3514	2783
HHLA2	2489	3033	2294	2649	2843	2323
MYH15	1041	2072	1727	2758	3176	3166
KIAA1524	5109	8663	3529	9035	14949	9821
AC069499.1	7024	5664	946	5985	4400	7932
DZIP3	1537	908	1188	2588	1197	1833
RETNLB	721	557	376	829	828	455
TRAT1	2036	1302	625	2069	2557	1658
GUCA1C	1677	792	864	1047	3253	503
MORC1	1260	1073	1280	1895	2706	1174
FLJ22763	208	129	194	346	395	189
DPPA2	6093	6032	3296	6895	7180	5185
DPPA4	6416	8439	6038	5861	4886	1706
NECTIN3	524	268	302	729	561	570
CD96	1427	473	792	450	1278	1014
ZBED2	0	0	0	0	0	0
PLCXD2	2203	527	1576	3581	2521	1697
PHLDB2	362	382	437	316	360	307
ABHD10	2779	1391	2817	1117	4030	2045
TAGLN3	13	23	9	27	7	6
TMPRSS7	441	582	394	523	292	678
C3orf52	1320	3144	2317	2277	3740	1389
GCSAM	2973	4539	2816	3627	3083	4825
SLC9C1	4258	4901	9961	4897	6161	10356
CD200	4491	1569	3968	4778	2583	2606
BTLA	1439	2078	1289	2162	2829	4192
ATG3	2	23	12	27	16	8
SLC35A5	9211	3066	1902	7415	10987	4176
CCDC80	6725	3854	4018	2915	5315	1509
CD200R1L	1737	1504	1229	2287	975	1386
CD200R1	3277	3695	9607	5275	7983	3661
GTPBP8	111	84	170	81	48	120
NEPRO	2011	2121	3055	2152	2544	1163
BOC	1418	435	575	535	860	1049
CFAP44	479	546	604	677	916	402
AC026348.1	21	23	20	28	28	10
SPICE1	435	504	345	870	540	807
SIDT1	848	707	266	604	979	981
USF3	2970	1989	1736	3759	4061	2012
NAA50	4902	2401	3523	4014	4533	6582
ATP6V1A	2051	1524	1497	2381	1721	2236
GRAMD1C	3796	7178	7634	5713	6093	5701
ZDHHC23	3355	3272	3120	4864	3648	3795
CCDC191	306	322	411	543	325	357
QTRT2	104	60	107	125	120	81
DRD3	4083	3256	4721	1806	2535	3217
ZNF80	4371	4597	3746	4687	8714	5758
TIGIT	742	540	587	1337	925	598
ZBTB20	1336	2164	2451	2607	4891	3784
AC069063.1	684	1345	1276	636	1550	870
AC069063.2	315	726	295	194	615	391
GAP43	272	594	624	596	598	1403
LSAMP	1622	526	1697	1395	2922	1422
IGSF11	372	1434	2026	2145	1194	1779
C3orf30	410	373	748	759	141	565
RP11-484M3.5	649	1015	557	1291	1787	1959
UPK1B	5544	4497	4320	8459	10546	6224
B4GALT4	6001	6892	8746	3964	4467	5211
ARHGAP31	2289	1099	1497	3366	2807	2757
TMEM39A	237	354	188	647	318	286
POGLUT1	3601	4679	4471	5378	4413	7131
TIMMDC1	1471	185	808	1209	1509	1009
CD80	2212	1439	1505	2043	1642	2766
ADPRH	691	289	674	362	857	676
PLA1A	527	769	780	896	418	524
POPDC2	5664	3224	4179	2735	3123	5079
COX17	15415	8843	11263	19794	16364	17644
MAATS1	188	88	358	185	219	146
NR1I2	670	354	675	547	859	508
GSK3B	5940	4827	7811	8385	7167	5275
GPR156	67	31	46	46	103	48
LRRC58	4555	2800	3053	3669	4347	2848
FSTL1	1223	770	1419	1830	1707	3825
NDUFB4	2516	1414	1891	2513	2651	3070
HGD	1249	2772	323	2267	711	1329
RABL3	2385	1265	1869	2615	1576	3320
GTF2E1	416	598	623	981	297	640
STXBP5L	3653	3338	3333	3363	5328	4996
POLQ	1185	1324	684	1666	1049	1022
ARGFX	3902	3899	1965	2403	2080	2663
FBXO40	4624	4374	4945	7381	2715	3401
HCLS1	539	458	399	1304	959	933
GOLGB1	7144	6809	5242	2911	7941	6106
IQCB1	3472	9365	8862	3617	3996	5866
EAF2	1	0	0	5	4	2
SLC15A2	2879	2191	2428	2089	1830	4149
ILDR1	518	408	132	518	727	406
CD86	754	1347	1312	1003	1659	1846
CASR	4337	2053	3101	5516	3983	5587
CSTA	2914	2140	2169	3484	1591	1664
CCDC58	4969	3800	4783	2968	3816	1693
FAM162A	85	43	213	45	256	170
WDR5B	1063	915	558	868	803	1039
KPNA1	44	53	16	26	48	100
PARP9	955	1666	1031	1572	2303	687
DTX3L	197	316	303	91	303	423
PARP15	2228	2925	8289	6450	3482	1874
PARP14	119	74	84	149	123	191
HSPBAP1	1397	596	1271	706	1351	3789
DIRC2	13765	17441	16080	8597	24260	22793
SEMA5B	6195	10938	2888	6010	7397	7840
PDIA5	1337	587	945	1250	3091	590
SEC22A	1540	1699	1566	1645	2043	1131
ADCY5	544	570	929	1457	581	815
HACD2	82	39	60	102	84	113
MYLK	781	361	404	919	751	702
CCDC14	1146	1338	395	2343	1837	1434
ROPN1	5176	2849	4933	5255	5436	5611
KALRN	1095	1890	2346	1038	1801	1101
UMPS	1119	1260	1003	1331	1965	1330
ITGB5	1077	715	1088	2979	1505	1388
MUC13	2089	975	1205	1567	1254	1514
HEG1	4126	2438	9310	9234	7318	5032
SLC12A8	2296	1255	1252	1951	1143	1102
ZNF148	896	1609	623	906	595	1919
SNX4	352	733	508	310	1071	864
OSBPL11	4675	3543	3930	3712	7260	3861
ALG1L	3061	5390	4497	5229	4638	8255
ROPN1B	1572	757	836	1331	1176	1167
SLC41A3	112	186	148	57	149	330
ALDH1L1	9327	5067	9253	7958	11035	12008
