#gene	sample7	sample8	sample9
RPL37	64	49	23
CARD6	242	576	366
C7	1774	1673	2545
MROH2B	885	942	765
C6	8402	6696	3698
PLCXD3	896	863	695
OXCT1	413	250	182
C5orf51	3537	3377	4550
FBXO4	1286	826	2516
GHR	859	1117	803
CCDC152	1604	2325	965
SEPP1	452	384	602
ANXA2R	689	962	1253
ZNF131	680	615	1549
NIM1K	1441	1696	6509
HMGCS1	1750	2692	2328
CCL28	4137	1341	2795
TMEM267	1623	1168	655
C5orf34	6304	2345	3433
PAIP1	470	538	666
NNT	1014	1099	417
FGF10	701	1751	1043
MRPS30	3397	3718	5641
HCN1	2803	4679	736
EMB	1667	1817	1412
PARP8	24	11	19
ISL1	258	458	619
ITGA1	5514	8031	11545
PELO	731	1571	2453
ITGA2	2819	2981	4654
MOCS2	3388	1419	1778
FST	302	490	952
NDUFS4	11709	12407	7463
ARL15	1882	1871	1708
HSPB3	2038	1661	3693
SNX18	125	100	79
ESM1	4801	3393	1606
GZMK	4222	5612	5325
GZMA	1139	5666	6201
CDC20B	151	195	137
GPX8	1697	6644	5998
MCIDAS	955	347	905
CCNO	27	19	46
DHX29	1576	1389	1139
SKIV2L2	1770	818	2512
PLPP1	1938	812	1356
SLC38A9	3023	5667	2086
DDX4	9206	6572	2315
IL31RA	1059	849	1032
AC008914.1	6441	7105	4506
IL6ST	454	736	502
ANKRD55	929	579	1007
C5orf67	1816	1010	903
MAP3K1	724	400	666
SETD9	693	1448	1320
MIER3	3511	2683	2234
GPBP1	8310	7234	5988
ACTBL2	5604	3675	3254
PLK2	2731	842	4543
GAPT	1789	1012	228
RAB3C	650	907	1571
PDE4D	379	417	109
AC109486.1	13067	3464	6161
DEPDC1B	14498	16144	3196
ELOVL7	1039	1574	2555
ERCC8	1307	802	820
NDUFAF2	3564	3665	3949
SMIM15	1067	691	1360
ZSWIM6	6193	4123	8350
KIF2A	926	1021	1298
DIMT1	4934	11506	5180
IPO11	740	1754	1928
LRRC70	1990	2725	1311
HTR1A	9998	12801	7758
RNF180	108	94	128
RGS7BP	3110	1112	3580
FAM159B	17	30	31
SREK1IP1	11251	9576	12405
CWC27	7893	2433	3134
ADAMTS6	926	412	346
CENPK	8531	4828	8692
PPWD1	672	2004	1264
TRIM23	905	1792	1414
TRAPPC13	588	257	206
CTC-534A2.2	1421	349	1697
SGTB	578	2108	820
NLN	2553	1938	5607
ERBIN	2052	1059	3457
SREK1	2591	3735	2137
MAST4	1026	1031	1454
CD180	915	3231	2397
PIK3R1	591	546	287
SLC30A5	3717	4879	6107
CCNB1	9138	5791	8011
CENPH	172	82	80
MRPS36	1199	1403	1266
CDK7	1048	936	1316
CCDC125	1224	5498	1398
AK6	1494	4250	2134
TAF9	3548	4129	3797
RAD17	462	329	169
MARVELD2	371	467	390
OCLN	5909	5036	1788
GTF2H2C	2836	2919	2697
SERF1B	2918	4919	2731
SMN2	460	456	1248
SERF1A	7018	6813	10088
SMN1	2035	6334	2703
NAIP	1643	1192	1148
GTF2H2	363	204	250
BDP1	1155	2052	2135
MCCC2	812	400	407
CARTPT	1693	5385	2339
MAP1B	955	630	642
MRPS27	681	1021	1612
PTCD2	326	472	450
ZNF366	9965	13426	10767
TNPO1	8770	11233	8951
FCHO2	2630	3053	2141
TMEM171	6198	11597	11899
TMEM174	2288	2407	2641
FOXD1	4461	2576	2600
BTF3	3726	2158	3108
ANKRA2	2131	3701	4475
UTP15	1027	2332	1948
ARHGEF28	10853	12426	14558
ENC1	393	1155	518
HEXB	973	320	1381
GFM2	4357	6072	5152
NSA2	1424	1315	2243
FAM169A	1147	2225	1973
GCNT4	1548	2998	651
ANKRD31	4908	6858	2832
HMGCR	50	39	23
COL4A3BP	5613	6435	5866
POLK	119	142	99
ANKDD1B	1983	1392	997
POC5	665	520	274
SV2C	871	1029	1141
AC113404.1	397	288	110
IQGAP2	2388	1952	2065
F2RL2	1080	616	994
F2R	1096	1548	1571
F2RL1	606	647	419
S100Z	4381	4174	6520
CRHBP	9017	7846	9022
AGGF1	818	1110	1074
ZBED3	2299	3188	3767
PDE8B	3427	1669	1543
WDR41	2995	3335	1815
OTP	13732	5110	5304
TBCA	2228	1023	1634
AP3B1	3175	1096	1446
SCAMP1	6025	4544	4305
LHFPL2	919	695	762
ARSB	7291	2744	6533
DMGDH	11116	12455	7561
BHMT2	1924	1728	682
BHMT	3659	3898	3954
JMY	7336	5029	1488
HOMER1	2206	5967	6784
PAPD4	325	626	310
CMYA5	307	199	542
MTX3	293	312	1136
THBS4	950	167	1162
SERINC5	2245	1125	2491
SPZ1	4727	10955	5177
ZFYVE16	315	225	375
FAM151B	2230	2597	1637
ANKRD34B	135	208	84
DHFR	3501	1886	1977
MSH3	307	254	170
RASGRF2	10523	10764	12607
CKMT2	7095	3254	2809
ZCCHC9	6606	4780	6520
ACOT12	106	88	88
SSBP2	948	1785	955
ATG10	875	659	492
RPS23	708	694	721
ATP6AP1L	1721	1331	781
TMEM167A	2240	3767	2336
XRCC4	80	95	103
VCAN	788	870	1040
HAPLN1	2971	2315	835
EDIL3	3557	937	3789
COX7C	7786	2457	6832
RASA1	7091	11316	8943
CCNH	100	103	93
TMEM161B	850	1019	698
MEF2C	2517	9564	5810
CETN3	201	275	379
MBLAC2	3624	4802	1612
POLR3G	2831	3963	3684
LYSMD3	305	798	748
ADGRV1	20240	10939	6109
ARRDC3	6629	5946	10157
NR2F1	7707	2033	5663
FAM172A	170	993	437
POU5F2	10648	7677	9458
KIAA0825	4087	1910	7024
SLF1	1119	742	1052
MCTP1	6825	6731	7753
FAM81B	364	349	608
TTC37	566	408	449
ARSK	578	1183	970
GPR150	2035	3645	5173
RFESD	2298	4059	2917
SPATA9	288	239	235
RHOBTB3	277	181	157
GLRX	4216	1751	2663
ELL2	914	1301	1748
PCSK1	760	920	907
CAST	688	406	394
ERAP1	4250	7024	4248
ERAP2	1720	3094	2247
LNPEP	1703	1100	453
LIX1	3650	2463	1232
RIOK2	8334	10906	8863
RGMB	4429	8161	5583
AC008522.1	227	518	179
CHD1	1605	807	3919
FAM174A	4264	3043	1811
ST8SIA4	670	566	1094
SLCO4C1	87	43	27
SLCO6A1	976	344	546
PAM	1380	706	1212
GIN1	12384	10990	6430
PPIP5K2	861	440	1827
C5orf30	4595	2601	1447
NUDT12	8024	9062	11067
EFNA5	2679	6092	3593
FBXL17	5082	7418	2788
FER	1911	2118	1475
PJA2	706	588	916
MAN2A1	8159	9121	9793
TMEM232	513	400	434
SLC25A46	2253	5130	3665
TSLP	836	1342	1079
WDR36	961	725	1512
CAMK4	2083	2789	2465
STARD4	138	212	96
NREP	1018	315	1134
EPB41L4A	3742	3326	3454
APC	269	96	280
CTC-554D6.1	456	487	530
CTC-487M23.8	1768	1330	1560
SRP19	7335	8441	12980
REEP5	2167	9259	8792
ZRSR1	1184	787	940
DCP2	1661	3857	3320
MCC	1064	1058	1366
TSSK1B	1657	1064	953
YTHDC2	2871	2128	2776
KCNN2	3200	3855	4931
TRIM36	8373	9228	11037
PGGT1B	2154	3097	2043
CCDC112	11912	7830	5913
FEM1C	957	3155	2501
TMED7-TICAM2	13126	6019	9242
TICAM2	1298	3365	1863
TMED7	1071	620	713
CDO1	4076	3648	3845
ATG12	812	497	826
AP3S1	5582	6467	5203
AC026449.1	337	301	186
LVRN	3600	1912	3231
CTD-2287O16.3	5227	1450	2922
ARL14EPL	281	583	205
COMMD10	7538	5034	6132
SEMA6A	12808	9637	7173
DTWD2	6384	3619	4978
DMXL1	3598	21022	18444
TNFAIP8	1697	4307	3053
HSD17B4	221	170	363
FAM170A	1987	1959	2407
PRR16	4357	7708	8017
FTMT	1786	3440	10064
SRFBP1	3644	3188	3368
LOX	389	392	454
ZNF474	2028	3431	3458
CTC-441N14.4	115	114	100
SNCAIP	4177	6374	6160
SNX2	3572	8068	3344
SNX24	2104	2676	4111
PPIC	2336	5148	1517
PRDM6	1053	1150	846
CEP120	1724	8085	3937
CSNK1G3	1046	1503	1977
ZNF608	3658	2931	6989
GRAMD3	6393	2698	3487
ALDH7A1	6550	2340	3427
PHAX	162	144	165
TEX43	3270	2249	3978
LMNB1	131	143	105
MARCH3	1902	1580	1058
C5orf63	6359	10069	13923
MEGF10	1950	447	1494
PRRC1	4886	3057	1710
CTXN3	410	956	602
CCDC192	4677	4780	3443
SLC12A2	15128	21796	7689
FBN2	29	58	41
SLC27A6	11	21	28
ISOC1	908	1091	2226
ADAMTS19	1195	3455	2976
KIAA1024L	218	252	450
CHSY3	556	1665	1297
HINT1	692	841	363
LYRM7	1204	971	1742
CDC42SE2	2551	1625	465
RAPGEF6	5030	4195	4560
CTC-432M15.3	4426	3647	2320
FNIP1	3518	3799	4038
MEIKIN	87	97	178
CTB-127M13.1	4382	1072	4370
ACSL6	2991	1810	2189
IL3	1822	2111	917
CSF2	9492	6949	7815
P4HA2	2114	2938	3158
PDLIM4	2382	1066	502
SLC22A4	1503	1806	1819
SLC22A5	1525	341	743
C5orf56	31	27	43
IRF1	1904	1162	1872
IL5	5373	3075	3445
RAD50	4081	6774	3409
IL13	2277	3010	3592
IL4	1234	830	1342
KIF3A	4554	1647	1767
CCNI2	2380	1480	1988
SEPT8	1165	2749	1633
SOWAHA	1876	2068	3622
SHROOM1	3740	5668	4681
GDF9	236	363	159
UQCRQ	8078	6623	6730
LEAP2	2442	1755	1271
AFF4	851	850	935
ZCCHC10	692	439	385
HSPA4	1933	1075	1947
FSTL4	1449	1130	2400
C5orf15	3346	4954	2904
VDAC1	1387	1926	2328
TCF7	259	527	278
SKP1	1635	1312	1708
CTD-2410N18.5	38	14	29
PPP2CA	858	1831	1719
CDKL3	5205	5098	2178
UBE2B	2929	1563	4153
CDKN2AIPNL	174	590	672
JADE2	2049	1091	747
SAR1B	245	152	269
SEC24A	356	1066	870
CAMLG	6904	4501	6064
DDX46	17141	13533	17242
C5orf24	406	2295	823
TXNDC15	6757	8343	4216
PCBD2	3825	4783	7119
CATSPER3	1963	1448	2379
PITX1	4407	5779	5547
H2AFY	16	12	22
DCANP1	519	218	568
TIFAB	373	376	310
NEUROG1	1111	742	1053
CXCL14	7255	4366	5544
RP11-119J18.1	1684	1467	1278
SLC25A48	911	1361	2107
IL9	352	297	54
LECT2	1434	1088	2009
TGFBI	394	281	536
SMAD5	117	63	225
AC009014.3	1779	3114	895
TRPC7	172	241	143
SPOCK1	369	285	449
KLHL3	1236	1362	2060
HNRNPA0	1292	885	822
MYOT	304	169	142
PKD2L2	1955	1676	1698
FAM13B	3	7	1
WNT8A	466	465	640
NME5	3629	1601	3094
BRD8	138	116	252
KIF20A	600	820	377
CDC23	963	1000	1233
GFRA3	530	743	693
CDC25C	4373	5736	3755
FAM53C	2474	3598	1099
KDM3B	305	194	344
REEP2	1147	1140	1763
EGR1	53	122	267
ETF1	7285	12591	9830
HSPA9	1051	755	578
CTNNA1	2129	1723	4369
LRRTM2	608	407	834
SIL1	3650	2500	3921
MATR3	3178	7290	8624
PAIP2	3378	2065	1790
SLC23A1	316	102	287
MZB1	436	795	273
PROB1	837	1362	691
SPATA24	1002	1705	1186
DNAJC18	1889	3595	2161
ECSCR	223	375	355
AC138517.6	879	1011	269
TMEM173	4566	2585	2791
UBE2D2	4073	2851	1798
CXXC5	659	538	845
PSD2	8864	2466	4745
NRG2	669	875	1142
PURA	249	82	95
IGIP	1522	2295	1891
CYSTM1	683	2712	1062
PFDN1	1504	3211	2050
AC011380.1	4129	2563	2128
HBEGF	2514	4188	1575
SLC4A9	4016	1217	2273
ANKHD1	9500	3310	5939
ANKHD1-EIF4EBP3	577	151	350
SRA1	1082	1203	1923
EIF4EBP3	139	169	141
APBB3	5611	2077	3751
SLC35A4	1550	1391	6200
CD14	2580	4230	6619
NDUFA2	1771	2199	2335
TMCO6	895	753	398
IK	541	708	1068
WDR55	4393	1430	3479
DND1	1287	671	1978
HARS	4957	5502	8269
HARS2	3856	2072	3015
ZMAT2	280	394	232
PCDHA1	4336	6887	1124
PCDHA2	970	1164	922
PCDHA3	1	5	2
PCDHA4	4706	3025	3221
PCDHA5	1544	820	731
PCDHA6	2709	3178	2417
PCDHA7	8879	8470	10591
PCDHA8	2287	1501	3269
PCDHA9	1699	688	1648
PCDHA10	14099	9902	13698
PCDHA11	2550	6030	3619
PCDHA12	5801	10956	4796
PCDHA13	266	189	374
PCDHAC1	182	240	456
PCDHAC2	6567	4738	6226
PCDHB1	30	46	34
PCDHB2	2024	1834	3336
PCDHB3	4051	3426	3973
PCDHB4	7476	9521	9667
PCDHB5	668	1629	2190
PCDHB6	5938	1899	1978
PCDHB7	1409	3076	2391
PCDHB8	207	153	240
PCDHB16	19	23	27
CH17-140K24.5	189	150	549
PCDHB9	19809	11304	8015
PCDHB10	175	122	200
PCDHB11	2085	2328	340
PCDHB12	2776	2648	3238
PCDHB13	3336	23435	23865
PCDHB14	1646	2329	2734
CH17-140K24.8	825	656	681
PCDHB15	3840	3043	2861
TAF7	2277	1395	2358
SLC25A2	52	156	72
PCDHGA1	1629	2542	2785
PCDHGA2	153	362	318
PCDHGA3	5019	4362	7515
PCDHGB1	8688	10858	18004
PCDHGA4	7908	5396	4345
PCDHGB2	107	33	178
PCDHGA5	611	1158	1255
PCDHGB3	2535	4823	6806
PCDHGA6	1508	687	1971
PCDHGA7	853	1187	1094
PCDHGB4	1165	2101	2274
PCDHGA8	1330	2013	795
PCDHGB5	732	1238	1067
PCDHGA9	1957	7275	6009
PCDHGB6	3589	5880	6150
PCDHGA10	1844	1066	853
PCDHGB7	2793	7628	3792
PCDHGA11	880	530	991
PCDHGA12	443	368	815
PCDHGC3	2283	4290	2580
PCDHGC4	7747	12377	15181
PCDHGC5	4166	5296	3546
DIAPH1	6632	7484	3762
HDAC3	126	381	346
RELL2	6064	3269	2239
FCHSD1	1452	1581	1412
ARAP3	4233	7308	2592
PCDH1	1563	450	1332
KIAA0141	24611	18091	12716
PCDH12	825	1635	1141
RNF14	221	227	185
GNPDA1	1498	2440	571
NDFIP1	4816	2901	2848
SPRY4	2016	1860	1391
FGF1	595	2401	3586
ARHGAP26	1275	3683	3193
NR3C1	4958	4622	7405
HMHB1	2295	5486	7649
YIPF5	516	521	552
KCTD16	3888	1570	1537
PRELID2	1761	2055	2816
GRXCR2	867	637	1492
SH3RF2	865	588	1234
PLAC8L1	689	238	762
LARS	4948	3068	3677
RP11-449H3.3	10978	9775	3658
RBM27	52	72	57
POU4F3	32991	12373	6231
TCERG1	758	555	394
GPR151	289	232	133
PPP2R2B	8680	5665	4201
STK32A	1530	2298	1220
DPYSL3	3727	3539	12088
JAKMIP2	295	340	312
SPINK1	4374	1635	5415
SCGB3A2	1560	2437	1932
C5orf46	99	74	65
SPINK5	1562	1882	1027
SPINK14	1660	4771	4026
SPINK6	2904	5631	2546
CTC-295J13.3	1719	3681	2609
SPINK13	1110	2479	2952
SPINK7	1841	2602	3968
SPINK9	10594	17503	4390
FBXO38	5396	8495	9897
HTR4	193	56	67
ADRB2	952	1117	575
SH3TC2	3882	2647	3485
ABLIM3	933	1239	393
AFAP1L1	527	694	709
GRPEL2	2171	1581	2095
PCYOX1L	1159	1113	351
IL17B	8491	6143	9927
CSNK1A1	1589	1732	2205
ARHGEF37	4367	4788	1956
PPARGC1B	1645	953	1608
PDE6A	2526	1858	1706
SLC26A2	962	514	535
TIGD6	1898	3697	2921
HMGXB3	1964	4277	4235
CSF1R	315	259	218
PDGFRB	342	302	409
CDX1	2070	1086	2305
SLC6A7	2369	4260	755
CAMK2A	2079	1665	2263
ARSI	846	2776	608
TCOF1	2516	1159	1428
CD74	378	372	942
RPS14	1575	1062	534
NDST1	333	458	126
SYNPO	1204	877	607
MYOZ3	2525	1585	3240
RBM22	5936	7912	7164
DCTN4	4093	3972	3312
SMIM3	22710	7878	8633
IRGM	2203	2096	2809
ZNF300	8446	7861	8294
AC008641.1	1077	3076	2879
GPX3	776	826	631
TNIP1	1428	1941	2223
ANXA6	44	155	402
CCDC69	394	333	333
GM2A	485	531	421
SLC36A3	511	355	248
SLC36A2	8062	8675	3456
SLC36A1	615	1184	901
FAT2	327	462	1084
SPARC	750	1590	1519
ATOX1	1615	1152	819
G3BP1	1781	2543	1223
GLRA1	182	283	636
NMUR2	911	1042	1284
GRIA1	241	262	184
FAM114A2	6491	6124	3667
MFAP3	17420	14264	31464
GALNT10	167	152	202
SAP30L	122	93	95
HAND1	6564	1338	2538
LARP1	8523	3529	10586
FAXDC2	72	44	36
CNOT8	1961	1378	1221
GEMIN5	1102	897	823
MRPL22	2271	5878	3226
KIF4B	1090	979	1052
SGCD	2934	10939	7551
AC016577.1	3604	2647	1081
PPP1R2P3	138	279	96
TIMD4	8905	14786	5351
HAVCR1	2610	1873	1576
HAVCR2	5512	5720	5595
MED7	89	183	165
ITK	544	293	376
FAM71B	890	1453	902
CYFIP2	1536	763	948
FNDC9	354	997	1487
ADAM19	1956	6720	3759
NIPAL4	4214	1732	2785
SOX30	323	376	457
C5orf52	1316	2069	603
THG1L	2120	1093	3419
LSM11	5047	6880	2300
CLINT1	269	288	128
EBF1	14528	7690	13310
RNF145	469	335	521
UBLCP1	67	38	81
IL12B	3271	1205	2164
ADRA1B	508	712	555
TTC1	846	2181	792
PWWP2A	2700	1526	2486
FABP6	3757	2389	7396
CCNJL	5537	6394	5323
C1QTNF2	7629	6021	4119
ZBED8	2	4	12
SLU7	2691	3190	2456
PTTG1	1418	1901	1679
ATP10B	245	824	466
GABRB2	4668	6619	4790
GABRA6	458	568	298
GABRA1	11172	9268	15435
GABRG2	75	162	56
CCNG1	3654	6250	9372
NUDCD2	5883	8211	15076
HMMR	500	698	306
MAT2B	4112	3371	5556
TENM2	396	294	422
WWC1	130	92	149
RARS	4887	5111	4974
FBLL1	7255	5688	7847
PANK3	658	1096	302
SLIT3	4042	3223	5206
SPDL1	283	438	78
DOCK2	754	447	499
FAM196B	1234	3963	2373
FOXI1	3415	2900	3116
C5orf58	2354	1766	4327
LCP2	9715	4355	8236
KCNIP1	308	315	356
KCNMB1	2077	2038	2095
GABRP	3120	5274	4027
RANBP17	2805	2356	8638
RP11-546B8.6	7603	1718	4483
TLX3	1171	1521	3233
NPM1	4430	4014	6201
FGF18	300	273	183
SMIM23	426	459	810
FBXW11	2500	1656	2985
STK10	1989	7703	2133
EFCAB9	498	604	1370
UBTD2	880	1327	423
SH3PXD2B	331	358	154
NEURL1B	1207	453	769
DUSP1	10246	11582	13916
ERGIC1	4994	5227	2683
RPL26L1	8884	6876	4919
ATP6V0E1	831	691	458
CREBRF	8090	6004	5109
BNIP1	2876	3649	2231
NKX2-5	2907	6376	4291
STC2	576	779	919
BOD1	112	720	764
CPEB4	1279	1527	699
C5orf47	1044	326	1304
HMP19	6670	8626	11626
MSX2	349	399	530
DRD1	5613	3905	6190
SFXN1	2036	799	1882
HRH2	345	602	544
CPLX2	1079	468	644
THOC3	1184	974	1499
FAM153B	450	353	1384
SIMC1	6736	15117	5786
KIAA1191	3603	2937	2479
ARL10	1456	966	1530
NOP16	3293	10926	5030
HIGD2A	297	397	298
CLTB	4881	6558	11293
FAF2	1356	2651	2203
RNF44	2621	2299	2470
CDHR2	4805	7008	13348
GPRIN1	2051	3404	2671
SNCB	639	544	886
EIF4E1B	12931	33095	17964
TSPAN17	3595	1894	3166
UNC5A	179	241	207
HK3	2651	5565	3477
UIMC1	3467	1640	2072
ZNF346	4890	5349	4529
FGFR4	5882	8419	10390
NSD1	1550	890	807
RAB24	12008	6724	9180
MXD3	534	603	982
PRELID1	2031	1329	4526
LMAN2	1458	2007	3362
RGS14	10598	6178	6191
SLC34A1	945	1962	430
PFN3	31	44	29
F12	2665	760	1698
GRK6	982	1566	998
PRR7	1247	2503	1542
DBN1	3630	1208	2160
PDLIM7	7524	7041	11122
DOK3	1209	2155	1898
DDX41	1166	990	1148
FAM193B	833	1358	772
TMED9	736	491	988
B4GALT7	6784	2724	1415
FAM153A	1929	9108	7411
PROP1	3395	3580	6792
FAM153C	2110	1864	2391
N4BP3	946	2448	2006
RMND5B	2503	1972	2037
NHP2	5265	8435	3763
HNRNPAB	2511	2017	3655
PHYKPL	900	1496	1975
COL23A1	243	157	341
CLK4	1197	407	821
ZNF354A	457	2679	548
ZNF354B	997	3139	4797
ZFP2	460	906	520
ZNF454	1118	1781	908
GRM6	1718	2567	2608
ZNF879	741	452	738
ZNF354C	273	2724	2696
ADAMTS2	6988	5642	3982
RUFY1	1496	1965	1693
HNRNPH1	3390	3055	4690
CBY3	1026	936	1183
CANX	268	457	212
MAML1	1829	1035	2190
LTC4S	2348	2367	1280
MGAT4B	15884	5056	7406
SQSTM1	683	1131	1069
C5orf45	3157	1460	2631
TBC1D9B	7335	9937	3834
RNF130	47	124	64
RASGEF1C	6247	5232	3537
MAPK9	929	1863	941
GFPT2	1588	1882	1442
CNOT6	785	1279	1056
SCGB3A1	1239	1975	1380
FLT4	2043	2071	1608
OR2Y1	1686	1561	1436
MGAT1	6912	4920	2938
ZFP62	139	95	198
BTNL8	1978	2842	995
BTNL3	1677	4507	1827
BTNL9	1682	1154	1793
OR2V1	683	231	342
OR2V2	1966	2467	6782
TRIM7	6872	5848	10403
TRIM41	508	363	314
RACK1	15939	10862	9340
TRIM52	2040	2555	3680
OR4F3	597	1485	376
DUSP22	678	230	617
IRF4	10713	6172	2482
EXOC2	435	792	908
HUS1B	183	106	189
FOXQ1	2941	11165	7227
FOXF2	2034	1566	4274
FOXC1	809	1584	3380
GMDS	7933	6366	8936
MYLK4	2360	6012	5176
WRNIP1	7974	4931	7768
SERPINB1	1061	2417	1450
SERPINB9	2092	2419	1852
SERPINB6	1564	1751	773
NQO2	5127	9402	4533
RIPK1	5313	4464	8919
BPHL	593	605	528
TUBB2A	7141	6572	3731
TUBB2B	3713	1974	2274
PSMG4	1405	3052	1623
SLC22A23	1538	523	679
PXDC1	1240	986	1193
FAM50B	390	383	398
PRPF4B	5019	8388	2199
FAM217A	398	525	579
C6orf201	460	468	756
ECI2	799	929	1253
CDYL	2394	1685	3501
RPP40	5555	5412	6762
PPP1R3G	447	1041	916
LYRM4	1174	1332	1223
FARS2	5093	8706	6374
NRN1	333	286	264
F13A1	5512	2015	2621
LY86	1185	833	1599
RREB1	2421	1187	2095
SSR1	4334	2200	807
CAGE1	505	418	875
RIOK1	835	319	830
DSP	951	1180	488
SNRNP48	6772	5322	4466
BMP6	5634	16964	7966
TXNDC5	9830	5464	13815
BLOC1S5-TXNDC5	5675	3371	5238
BLOC1S5	14649	6271	11175
EEF1E1-BLOC1S5	9857	8641	5643
EEF1E1	2040	1872	1504
SLC35B3	5575	2501	2321
OFCC1	3053	752	2739
TFAP2A	664	949	1748
GCNT2	4785	1033	2767
C6orf52	4034	6750	6243
PAK1IP1	6249	7708	15623
TMEM14C	1406	1955	2940
TMEM14B	590	635	308
RP11-637O19.3	3494	2895	2747
MAK	336	403	161
GCM2	4716	3119	5494
SYCP2L	358	795	372
ELOVL2	1101	1341	879
SMIM13	2941	1275	1210
ERVFRD-1	1990	2292	1658
NEDD9	938	1333	957
TMEM170B	375	321	356
ADTRP	29	29	52
HIVEP1	4173	6935	7320
EDN1	233	284	443
PHACTR1	7530	4618	5724
TBC1D7	2106	1510	2824
GFOD1	344	374	363
SIRT5	1272	2395	1067
NOL7	355	1029	425
RANBP9	2741	3062	5303
MCUR1	6203	7778	2656
RNF182	14274	14037	10479
CD83	1463	2396	1277
JARID2	6642	6671	15280
DTNBP1	1981	3733	1433
MYLIP	5616	4971	4670
GMPR	209	180	167
ATXN1	4528	2231	5467
STMND1	918	358	662
RBM24	685	402	482
CAP2	3584	3275	2204
FAM8A1	975	528	944
NUP153	9911	6546	6989
KIF13A	3640	6866	1481
NHLRC1	1842	3265	3618
TPMT	3952	2960	2360
KDM1B	1837	2334	1498
DEK	1499	1804	879
RNF144B	1739	971	2018
ID4	1839	2283	3019
MBOAT1	864	4683	1857
E2F3	5111	2622	5074
CDKAL1	4184	6115	5509
SOX4	2424	4444	2050
PRL	506	266	461
HDGFL1	3213	4183	7110
NRSN1	3190	4336	5259
DCDC2	9263	9300	7162
KAAG1	12	23	16
MRS2	4432	2061	1599
GPLD1	64	59	39
ALDH5A1	1552	1664	726
KIAA0319	1638	1683	787
TDP2	729	768	544
ACOT13	35	38	36
C6orf62	5474	2363	3413
GMNN	1195	1176	623
C6orf229	1507	1463	1522
RP3-369A17.6	3790	1930	1464
FAM65B	1611	4893	7279
AL078584.1	1817	709	1429
LRRC16A	1407	2091	1213
SCGN	105	49	37
HIST1H2AA	5977	2559	3080
HIST1H2BA	6900	5344	8941
SLC17A4	974	744	742
SLC17A1	441	662	1919
SLC17A3	3918	4521	5029
SLC17A2	159	174	153
TRIM38	6310	14672	5611
HIST1H1A	1410	1887	1064
HIST1H3A	5416	4753	1828
HIST1H4A	7466	2749	6547
HIST1H4B	4595	3802	1551
HIST1H3B	1997	1805	1630
HIST1H2AB	8313	2742	6141
HIST1H2BB	641	4024	1348
HIST1H3C	4034	1137	6585
HIST1H1C	3041	2813	2298
HFE	8196	8408	2071
HIST1H4C	1176	1155	1522
HIST1H1T	8116	2160	3150
HIST1H2BC	1198	1002	662
HIST1H2AC	13628	11087	5281
HIST1H1E	1637	2967	740
HIST1H2BD	4538	3201	5965
HIST1H2BE	570	158	393
HIST1H4D	2076	5219	5229
RP1-34B20.21	1351	2027	1699
HIST1H3D	1062	1082	579
HIST1H2AD	5303	7435	7003
HIST1H2BF	8191	8315	7407
HIST1H4E	4102	4883	5231
HIST1H2BG	373	900	333
HIST1H2AE	3666	2485	5155
HIST1H3E	3831	1595	4364
HIST1H1D	886	1543	885
HIST1H4F	1573	1456	3541
HIST1H4G	129	164	228
HIST1H3F	175	54	71
HIST1H2BH	7293	6431	5460
HIST1H3G	4065	3922	2666
HIST1H2BI	1077	840	830
HIST1H4H	5821	4137	6195
BTN3A2	125	101	69
BTN2A2	48	48	84
BTN3A1	3784	5763	5553
BTN3A3	1759	1936	2921
BTN2A1	8468	4695	7541
BTN1A1	8962	7906	8683
HMGN4	438	212	722
ABT1	478	652	932
ZNF322	4805	4347	1718
HIST1H2BJ	327	472	269
HIST1H2AG	415	88	197
HIST1H4I	8	6	10
HIST1H2BK	14973	19987	15462
HIST1H2AH	3466	7511	3350
PRSS16	24649	30906	44000
POM121L2	2303	1425	1691
ZNF391	1005	1270	1432
ZNF184	1261	2044	955
HIST1H2BL	290	381	93
HIST1H2AI	1020	1712	1045
HIST1H3H	452	505	544
HIST1H2AJ	1401	739	1690
HIST1H2BM	962	1462	1230
HIST1H4J	1193	725	449
HIST1H4K	5739	17236	9759
HIST1H2BN	5487	4741	3291
HIST1H2AK	3351	4191	4570
HIST1H2AL	7862	5790	2339
HIST1H1B	5119	6249	6069
HIST1H3I	5856	7361	3935
HIST1H4L	4100	736	1264
HIST1H3J	1479	553	1076
HIST1H2AM	878	1258	629
HIST1H2BO	5237	3347	3796
OR2B2	2098	2953	2747
OR2B6	1366	838	1330
ZNF165	303	107	37
ZSCAN16	3496	4817	8593
ZKSCAN8	2643	1803	1558
ZSCAN9	711	609	304
ZKSCAN4	4120	10500	7817
NKAPL	2444	2727	4339
ZSCAN26	1343	1575	436
RP5-874C20.8	716	705	1047
PGBD1	333	448	423
ZSCAN31	3785	2795	2430
ZKSCAN3	998	2949	1297
ZSCAN12	809	1285	1010
ZSCAN23	1798	1830	1250
GPX6	645	359	852
GPX5	57	32	58
ZBED9	1502	4152	1010
TRIM27	1839	5197	2520
ZNF311	390	152	256
OR2W1	21	5	13
OR2B3	1424	1168	2049
OR2J3	969	2029	2131
OR2J2	2678	1904	961
OR14J1	469	779	247
OR5V1	3008	2915	6236
OR12D3	559	1002	426
OR11A1	1858	1750	3716
