#gene	sample4	sample5	sample6
ARL6	12078	13907	8466
CRYBG3	4484	3149	3430
MINA	397	397	167
GABRR3	262	208	248
OR5AC2	2572	1716	3279
OR5H1	2324	458	1754
OR5H14	6899	5764	4126
OR5H15	4008	1749	1628
OR5H6	3748	3298	2645
OR5H2	538	962	1103
OR5K4	54	78	114
OR5K3	14187	9442	12486
OR5K1	22521	13040	14231
OR5K2	1577	1959	1372
CLDND1	6828	14946	8224
CPOX	11	23	13
GPR15	3443	2610	4098
ST3GAL6	1458	1572	1380
DCBLD2	6055	8356	4478
COL8A1	208	210	198
CMSS1	303	197	173
FILIP1L	3535	2654	1124
TBC1D23	1196	959	1728
NIT2	1223	1094	987
TOMM70	10260	4150	13151
LNP1	2002	1958	2702
TMEM45A	645	452	820
ADGRG7	1421	1166	1485
TFG	15718	15901	12067
ABI3BP	4806	5835	2649
IMPG2	456	498	683
SENP7	1592	2040	3218
TRMT10C	20258	11897	4216
PCNP	2838	2177	1442
ZBTB11	6360	6650	7878
RPL24	2998	2538	4413
CEP97	702	429	850
NXPE3	3382	3244	2948
NFKBIZ	32	34	18
ZPLD1	1966	2082	3093
ALCAM	6831	2575	3576
CBLB	3808	4848	5182
CCDC54	4920	3617	5789
BBX	2585	3269	4526
CD47	5105	4387	5044
IFT57	1607	4001	1124
HHLA2	6304	3563	1921
MYH15	2464	1995	1780
KIAA1524	7391	10410	3436
AC069499.1	6447	3177	4174
DZIP3	1857	816	1540
RETNLB	896	1166	428
TRAT1	1945	2705	2627
GUCA1C	2333	2649	665
MORC1	990	3932	2287
FLJ22763	186	180	263
DPPA2	7556	6824	8673
DPPA4	11946	8253	6098
NECTIN3	544	813	271
CD96	2264	826	1012
ZBED2	0	0	0
PLCXD2	3982	3038	1945
PHLDB2	961	335	505
ABHD10	1366	3963	3102
TAGLN3	6	31	12
TMPRSS7	1028	660	959
C3orf52	6291	4585	7288
GCSAM	2818	1637	5231
SLC9C1	10418	7829	10232
CD200	5113	3613	5457
BTLA	4494	1815	2921
ATG3	4	4	16
SLC35A5	7001	4115	12662
CCDC80	3946	5262	2456
CD200R1L	1956	1302	4015
CD200R1	8011	8059	11884
GTPBP8	61	151	223
NEPRO	3135	3605	2454
BOC	612	624	1527
CFAP44	438	623	431
AC026348.1	30	10	15
SPICE1	691	358	529
SIDT1	465	622	689
USF3	2933	3428	3011
NAA50	2720	1451	3037
ATP6V1A	2616	2928	3169
GRAMD1C	6074	4622	9826
ZDHHC23	4390	3994	2984
CCDC191	303	640	274
QTRT2	96	265	110
DRD3	3434	5142	3578
ZNF80	3624	6958	4684
TIGIT	1522	876	1162
ZBTB20	2634	4714	1965
AC069063.1	2281	1208	2164
AC069063.2	239	450	322
GAP43	689	1314	923
LSAMP	748	1579	575
IGSF11	3343	1113	3931
C3orf30	695	686	446
RP11-484M3.5	1069	1345	1039
UPK1B	5768	3303	5545
B4GALT4	5237	5654	8163
ARHGAP31	3390	2721	1621
TMEM39A	343	419	332
POGLUT1	9579	6371	6612
TIMMDC1	2145	543	2329
CD80	1798	3100	2671
ADPRH	1316	682	508
PLA1A	551	668	639
POPDC2	6113	4656	4377
COX17	17186	14619	21630
MAATS1	194	328	254
NR1I2	172	664	1089
GSK3B	4378	5084	6443
GPR156	70	105	158
LRRC58	4779	4406	3559
FSTL1	3176	1715	1086
NDUFB4	3165	3383	1245
HGD	2622	2037	600
RABL3	3565	3576	2226
GTF2E1	894	886	265
STXBP5L	6922	6528	2561
POLQ	1042	796	695
ARGFX	1287	2393	3920
FBXO40	3553	4165	5752
HCLS1	845	1437	311
GOLGB1	9428	10395	7727
IQCB1	7833	3086	6158
EAF2	0	2	2
SLC15A2	2354	1302	2272
ILDR1	988	363	344
CD86	861	651	950
CASR	7902	3832	7185
CSTA	4475	3635	1704
CCDC58	7772	5750	3963
FAM162A	66	220	139
WDR5B	1251	873	762
KPNA1	47	39	46
PARP9	666	744	1037
DTX3L	208	309	140
PARP15	4593	6168	5619
PARP14	185	96	52
HSPBAP1	1195	758	680
DIRC2	23549	12620	8244
SEMA5B	10790	15751	7997
PDIA5	1269	2044	1911
SEC22A	2102	3778	2605
ADCY5	1048	454	780
HACD2	113	105	73
MYLK	572	1490	985
CCDC14	1869	1490	1389
ROPN1	3722	7525	1524
KALRN	3572	895	2546
UMPS	841	1295	1531
ITGB5	1061	1779	2067
MUC13	917	4395	1412
HEG1	10355	7229	10482
SLC12A8	2729	2284	2742
ZNF148	898	713	621
SNX4	1129	1414	517
OSBPL11	4487	6747	4604
ALG1L	2744	3791	4406
ROPN1B	545	751	834
SLC41A3	169	131	160
ALDH1L1	17336	14611	8563
KLF15	4176	3300	2029
CFAP100	1281	850	886
ZXDC	641	609	952
UROC1	7248	3823	8904
CHST13	6855	7072	8613
C3orf22	1549	1538	2535
TXNRD3NB	992	766	925
TXNRD3	7769	9571	4156
CHCHD6	1207	3016	1006
PLXNA1	1953	2517	2045
TPRA1	5837	5879	8912
MCM2	7453	4589	9125
PODXL2	2844	2505	1792
ABTB1	953	836	541
MGLL	5395	3088	2962
KBTBD12	651	892	1116
SEC61A1	148	137	236
RUVBL1	494	364	311
EEFSEC	1351	2081	1280
DNAJB8	1407	1048	1102
GATA2	1970	1428	1281
RPN1	891	891	679
RAB7A	1762	705	737
ACAD9	10328	7232	11666
KIAA1257	235	179	121
RP11-723O4.6	2061	2093	2127
EFCC1	877	684	433
GP9	7785	4360	5266
RAB43	889	1233	1287
ISY1-RAB43	2997	5898	3397
ISY1	214	327	270
CNBP	8857	4557	7167
COPG1	3584	2919	2161
HMCES	525	963	1037
H1FX	1026	398	1049
EFCAB12	4755	3824	4547
MBD4	7970	6935	7927
IFT122	765	1860	864
RHO	6	11	6
H1FOO	4183	2650	4559
PLXND1	1909	1100	1553
TMCC1	694	1427	1215
TRH	725	905	743
ALG1L2	160	277	137
COL6A5	3023	2445	1368
COL6A6	2570	1369	417
PIK3R4	50	73	132
ATP2C1	3598	3356	3482
AC055733.1	576	503	654
ASTE1	2454	1949	1642
NEK11	201	676	232
NUDT16	457	550	702
MRPL3	1278	1634	1821
CPNE4	2952	1443	6411
ACPP	441	608	395
DNAJC13	4385	3548	4589
ACAD11	2616	1306	2236
NPHP3-ACAD11	580	1133	769
ACKR4	7586	3631	2915
UBA5	708	609	554
NPHP3	1289	2479	2764
TMEM108	1075	2017	1548
BFSP2	1410	3458	1244
CDV3	3318	4163	8224
TOPBP1	10286	5568	4751
TF	1248	1056	1162
SRPRB	198	282	680
RAB6B	203	174	513
C3orf36	5606	1377	3398
SLCO2A1	1449	1995	984
RYK	3587	3306	3747
AMOTL2	3229	6154	2732
ANAPC13	63	167	77
CEP63	1377	2280	1149
EPHB1	3053	3016	2658
KY	227	668	587
PPP2R3A	10370	20813	12296
MSL2	1015	1210	2201
PCCB	3335	3242	3283
STAG1	5328	4990	4418
SLC35G2	2614	2876	2999
NCK1	367	510	360
IL20RB	563	1368	338
SOX14	1170	2066	806
CLDN18	118	258	144
DZIP1L	3778	6676	4924
A4GNT	1700	2492	1570
DBR1	2219	2349	612
ARMC8	4554	2318	3217
NME9	6053	6967	2595
MRAS	10011	10249	5465
ESYT3	913	541	312
CEP70	2889	4550	5408
FAIM	380	323	643
PIK3CB	902	697	664
FOXL2	1024	1094	435
FOXL2NB	4174	6154	2079
PRR23A	1326	1426	1079
MRPS22	2958	1669	2379
PRR23B	1483	706	802
PRR23C	941	881	318
COPB2	1290	1535	2155
RBP2	4693	4962	3081
RBP1	377	182	265
NMNAT3	1246	932	1360
CLSTN2	5897	13972	10402
TRIM42	5256	5605	3292
SLC25A36	1878	1975	1390
SPSB4	14205	8814	7953
PXYLP1	165	160	158
ZBTB38	3859	3394	1556
RASA2	6	8	4
AC010184.1	4910	3059	3319
RNF7	1247	1260	1161
GRK7	481	1913	1231
ATP1B3	482	373	471
TFDP2	357	185	418
GK5	4583	2492	3281
XRN1	3912	6421	3756
ATR	1775	1441	2108
PLS1	258	329	85
TRPC1	4655	9856	12298
PCOLCE2	644	543	1103
PAQR9	8752	7087	4540
U2SURP	11625	7874	6168
CHST2	4106	2491	4194
SLC9A9	2350	3049	2486
C3orf58	431	176	429
PLOD2	886	869	1123
PLSCR4	4053	7430	4937
PLSCR2	4385	7331	9045
PLSCR1	438	870	644
PLSCR5	648	611	1306
ZIC4	3683	4526	2718
ZIC1	1670	1178	2252
AGTR1	1719	1327	1569
CPB1	1645	1062	4206
CPA3	10364	6941	11457
GYG1	105	103	71
HLTF	492	752	1019
HPS3	3992	5996	3652
CP	409	373	538
TM4SF18	1110	1460	760
TM4SF1	627	1199	1214
TM4SF4	396	1125	361
WWTR1	11660	22115	13722
COMMD2	427	2182	1900
ANKUB1	722	275	463
RNF13	2995	883	1222
PFN2	9881	3184	3863
TSC22D2	252	132	560
SERP1	6503	2555	1613
EIF2A	4699	3352	2179
SELT	3632	2404	735
ERICH6	4545	3618	4543
SIAH2	2083	1325	3281
AC016142.1	460	425	295
RP11-166N6.3	5970	3592	3427
CLRN1	533	615	1142
MED12L	218	459	319
GPR171	2417	1802	1699
P2RY14	1115	1020	440
GPR87	1461	1403	476
P2RY13	5110	2628	4410
P2RY12	8204	5554	5415
IGSF10	2065	3899	3454
AADACL2	4036	5462	6593
AADAC	207	185	192
SUCNR1	1472	2367	1656
MBNL1	6351	7386	2988
P2RY1	17587	7383	20499
RAP2B	634	596	1381
ARHGEF26	235	161	84
DHX36	5652	3535	2966
GPR149	3680	1059	2236
MME	10860	11884	10574
RP11-451G4.2	1029	511	476
PLCH1	703	407	1029
C3orf33	8444	4506	4539
SLC33A1	524	391	1440
GMPS	10770	3638	8791
KCNAB1	1421	794	659
SSR3	7167	4835	5657
TIPARP	5888	1925	9422
LEKR1	880	2275	454
CCNL1	2266	2393	3991
VEPH1	6649	10357	4455
PTX3	2750	2520	3126
PQLC2L	3275	2829	4532
SHOX2	1127	1440	2252
RSRC1	637	617	728
MLF1	2155	8588	2756
GFM1	1278	2993	3990
LXN	4872	4719	3424
RARRES1	352	1647	920
MFSD1	3198	2655	2633
IQCJ	685	217	949
IQCJ-SCHIP1	174	191	84
SCHIP1	31	12	8
IL12A	4409	4396	5606
C3orf80	2001	3905	2339
RP11-432B6.3	1899	4552	1863
IFT80	475	257	408
SMC4	5240	2326	2771
TRIM59	4210	5601	1927
KPNA4	2845	2787	1231
ARL14	344	334	953
PPM1L	9112	2783	6555
B3GALNT1	3784	3073	2464
NMD3	7853	11538	8885
SPTSSB	1422	1162	1682
OTOL1	4163	4478	5052
SI	34	36	49
SLITRK3	526	623	366
BCHE	2191	4882	4249
ZBBX	4185	2698	2130
SERPINI2	6142	3646	11688
WDR49	538	655	861
PDCD10	1326	2520	3707
SERPINI1	2926	3427	1379
GOLIM4	2348	1044	1533
MECOM	2315	1586	1132
AC074033.1	2572	1905	3565
ACTRT3	1213	843	1907
MYNN	1170	1071	783
LRRC34	812	1940	1096
LRRIQ4	2843	2589	2421
LRRC31	2191	5441	2552
SAMD7	2375	4530	6172
SEC62	2694	2645	1890
GPR160	360	490	352
PHC3	2115	609	1994
PRKCI	1597	2977	4176
SKIL	494	415	271
CLDN11	3069	1932	1311
SLC7A14	136	223	183
RPL22L1	3120	3395	3992
EIF5A2	40	24	32
SLC2A2	4636	3943	3440
TNIK	978	1031	1361
PLD1	89	165	90
TMEM212	2279	4321	533
FNDC3B	126	169	134
GHSR	3214	3475	2101
TNFSF10	821	1335	1506
NCEH1	23195	6104	7190
ECT2	2246	3196	2748
SPATA16	12642	5266	6001
NLGN1	365	483	501
NAALADL2	475	259	396
TBL1XR1	265	516	406
KCNMB2	1613	1196	1652
RP11-385J1.3	5440	7881	7684
ZMAT3	2304	2758	1493
PIK3CA	3013	11177	4496
KCNMB3	6710	4455	5331
ZNF639	875	884	593
MFN1	3460	1470	1674
GNB4	452	720	511
ACTL6A	7159	1824	11653
MRPL47	957	916	944
NDUFB5	71	39	53
USP13	358	482	360
PEX5L	5009	6496	7707
TTC14	1178	1376	1309
CCDC39	362	586	311
FXR1	767	1920	1343
DNAJC19	684	1164	1946
SOX2	3950	7490	4015
ATP11B	1082	1819	1304
DCUN1D1	1783	3207	3674
MCCC1	2680	6521	4508
LAMP3	1813	1136	1267
MCF2L2	1084	2692	1107
B3GNT5	941	519	735
KLHL6	7471	6437	5215
KLHL24	2301	3667	1757
YEATS2	1102	1087	784
MAP6D1	832	1208	793
PARL	6268	5833	8058
ABCC5	1891	3763	2837
HTR3D	9980	3440	8255
HTR3C	6274	7119	6684
HTR3E	11358	5286	7307
EIF2B5	398	283	513
DVL3	399	741	428
AP2M1	189	118	217
ABCF3	4018	3090	3453
VWA5B2	2263	1143	1636
ALG3	1018	934	583
ECE2	37	36	26
CAMK2N2	7254	5379	5102
PSMD2	1360	1999	1271
EIF4G1	3664	5541	2594
FAM131A	1492	1416	1995
CLCN2	1253	1234	868
POLR2H	135	219	201
THPO	163	91	184
CHRD	7595	8506	8381
EPHB3	110	144	68
MAGEF1	78	74	65
VPS8	2383	3171	1482
C3orf70	269	152	336
EHHADH	4740	4037	8670
MAP3K13	11595	17306	13943
TMEM41A	2241	2501	1153
LIPH	1230	1950	2639
SENP2	1826	3349	2395
IGF2BP2	3595	4017	1923
TRA2B	3826	5273	3628
ETV5	1092	999	728
DGKG	189	135	228
CRYGS	1429	1179	809
TBCCD1	4162	3881	2186
DNAJB11	464	752	616
RP11-134F2.8	1157	3157	1801
AHSG	1276	378	1142
FETUB	2493	1877	2180
HRG	16377	9156	11047
KNG1	2433	2596	1719
EIF4A2	2075	5298	3872
RFC4	3385	2257	980
ADIPOQ	1506	2366	4444
ST6GAL1	186	123	74
RPL39L	582	568	684
RTP1	7759	6926	15205
MASP1	1284	2281	1952
RTP4	695	922	1076
SST	4631	3390	1973
RTP2	1488	3362	829
BCL6	1242	1835	2886
RP11-211G3.2	13197	3200	5891
LPP	3469	5088	3791
TPRG1	7798	5499	3338
TP63	4148	1505	2430
P3H2	783	951	2880
CLDN1	1711	1276	1912
CLDN16	2530	2343	2691
TMEM207	373	1444	1496
IL1RAP	1218	1110	1627
GMNC	116	87	134
OSTN	5310	4597	4113
UTS2B	5490	7162	3054
CCDC50	1768	2328	1668
FGF12	108	92	162
MB21D2	5483	6206	5219
HRASLS	5473	1738	3710
ATP13A5	3053	4586	2455
ATP13A4	6645	6776	2318
OPA1	2823	2447	3433
HES1	372	1579	2122
CPN2	2347	4463	1737
LRRC15	427	1146	389
GP5	290	367	199
ATP13A3	2169	2054	2999
TMEM44	1279	1550	1176
LSG1	2504	2086	2554
FAM43A	752	1597	781
XXYLT1	669	1808	1816
ACAP2	42172	25530	59843
PPP1R2	1640	1782	852
APOD	3733	4004	4537
MUC20	14397	3799	4693
MUC4	7983	7191	8097
TNK2	4106	4816	1931
TFRC	2588	1226	3258
ZDHHC19	1375	943	1292
SLC51A	4003	2701	5564
PCYT1A	2081	2467	1763
RP11-447L10.1	6469	5147	5835
TCTEX1D2	3386	2767	6359
TM4SF19-TCTEX1D2	5398	10450	5101
TM4SF19	11368	14672	6705
UBXN7	1879	1073	1408
RNF168	3231	5857	2294
SMCO1	3056	2321	1066
WDR53	6200	1666	5169
FBXO45	693	201	1323
NRROS	2154	1126	3923
PIGX	4170	9427	3031
CEP19	743	418	605
PAK2	3788	5088	4353
SENP5	243	428	237
NCBP2	211	217	296
NCBP2-AS2	684	696	1008
PIGZ	1803	3760	3592
MELTF	1990	1628	1986
DLG1	62	28	48
BDH1	2410	3757	5293
RUBCN	3132	2150	3323
FYTTD1	4427	2350	5962
LRCH3	270	391	299
IQCG	1300	711	2137
RPL35A	2780	1820	1529
LMLN	2258	2255	2882
ZNF595	5210	1889	3066
ZNF718	1406	1889	1268
ZNF732	2758	5297	5021
ZNF141	440	638	1524
ZNF721	2012	3183	1523
PIGG	6881	3966	2724
PDE6B	5542	4277	8807
ATP5I	4172	4791	3705
MYL5	4457	2741	2132
MFSD7	3175	1097	899
PCGF3	1711	1931	2334
CPLX1	553	623	1488
GAK	1004	1432	1973
TMEM175	1774	1434	810
DGKQ	5893	9143	9460
SLC26A1	5435	5359	1698
IDUA	1596	1052	3845
FGFRL1	5187	6937	6337
RNF212	4788	4824	4083
SPON2	3053	4928	6030
CTBP1	182	192	219
MAEA	1349	1340	2825
UVSSA	236	258	340
CRIPAK	7161	12632	11969
NKX1-1	6003	3921	3047
FAM53A	15	14	13
SLBP	989	951	1499
TMEM129	1320	1210	1022
TACC3	1143	1996	2363
FGFR3	427	312	248
LETM1	4571	2071	4984
WHSC1	2188	1754	2210
NELFA	737	1084	808
C4orf48	6505	5436	5342
NAT8L	2317	7160	12595
POLN	2759	2435	1366
HAUS3	243	238	551
MXD4	252	619	536
ZFYVE28	9756	6736	12439
CFAP99	13433	24030	9301
RNF4	248	274	51
FAM193A	1156	2506	3063
TNIP2	821	1709	1553
SH3BP2	4284	997	1590
ADD1	146	174	93
MFSD10	2212	1229	927
NOP14	1784	3805	2172
GRK4	217	209	110
HTT	10640	9781	5919
MSANTD1	2597	2560	2053
RGS12	518	880	382
HGFAC	12305	11888	12216
DOK7	4805	14511	6270
LRPAP1	781	1154	1474
AL590235.1	3087	1041	2031
ADRA2C	864	1383	697
OTOP1	12244	4931	9301
TMEM128	723	1945	2338
LYAR	328	404	717
ZBTB49	3084	2706	3726
NSG1	5132	3303	2514
STX18	661	522	291
MSX1	1866	1230	973
CYTL1	596	473	543
STK32B	432	480	349
EVC2	399	143	181
EVC	1211	1486	804
CRMP1	15770	22977	12129
C4orf50	1022	6793	4219
JAKMIP1	3232	7518	5515
WFS1	3849	2359	3189
PPP2R2C	546	1028	1240
MAN2B2	1194	2983	1465
MRFAP1	2012	2572	4880
S100P	575	576	844
MRFAP1L1	3859	2418	7095
BLOC1S4	1654	1636	1402
KIAA0232	3	7	5
TBC1D14	2	0	8
CCDC96	3349	3479	2650
TADA2B	3057	3710	3387
GRPEL1	6975	6264	2948
SORCS2	3685	5038	5696
PSAPL1	3909	3962	5933
AFAP1	960	426	1093
ABLIM2	2845	3593	2756
SH3TC1	1413	1470	1508
AC104650.1	726	983	530
HTRA3	4240	4482	5061
ACOX3	57	101	34
TRMT44	2336	770	341
GPR78	1325	1226	1849
CPZ	2279	2097	861
HMX1	1913	4091	3405
FAM90A26	1282	1188	1173
USP17L10	527	629	405
USP17L11	1766	1964	2941
USP17L12	303	107	204
USP17L13	76	16	83
USP17L15	469	451	178
USP17L17	1989	1365	1019
USP17L18	2923	1596	1881
USP17L19	215	107	95
USP17L20	5998	5991	3946
USP17L21	6960	4414	4858
USP17L22	2002	3014	1488
USP17L23	337	891	709
USP17L24	1063	1146	720
USP17L25	1471	1725	491
USP17L26	2132	1167	3653
USP17L5	2913	2732	3936
USP17L27	1840	2056	3227
USP17L28	48	56	106
USP17L29	3553	2521	4271
USP17L30	1167	607	350
DEFB131	119	230	227
SLC2A9	1744	2879	1588
DRD5	251	875	629
WDR1	988	142	1310
ZNF518B	7674	4169	5952
CLNK	8224	3630	6332
HS3ST1	3418	3599	5368
RAB28	13783	16858	27090
NKX3-2	481	451	2151
BOD1L1	18391	8678	19103
AC006445.1	3897	2295	2558
CPEB2	2086	3241	2292
C1QTNF7	1310	1400	1608
CC2D2A	2557	1439	3239
FBXL5	276	198	332
FAM200B	2298	1814	1255
BST1	1974	3329	3382
CD38	3399	1773	3047
FGFBP1	2185	1899	2782
FGFBP2	4325	8734	7642
PROM1	355	2833	881
TAPT1	8953	17110	10139
LDB2	3978	2614	1949
QDPR	3512	4445	3335
CLRN2	3022	2768	3589
LAP3	6107	4469	3337
MED28	3274	6592	8793
FAM184B	2286	6752	7831
DCAF16	3488	1553	1617
NCAPG	5280	12002	7976
LCORL	530	1152	545
SLIT2	2678	1365	2735
PACRGL	112	68	47
KCNIP4	17440	19915	8831
ADGRA3	13589	12838	10764
PPARGC1A	3038	1659	2550
DHX15	722	467	525
SOD3	2902	3504	2250
CCDC149	4296	1124	874
LGI2	1645	1465	985
SEPSECS	1583	3112	1244
RP11-717K11.2	1761	789	1403
PI4K2B	53	130	119
ZCCHC4	5841	4607	6574
ANAPC4	5033	3771	4059
SLC34A2	1282	1612	825
SEL1L3	1029	862	1043
SMIM20	2743	2889	2456
RBPJ	1887	1696	1662
CCKAR	2417	1826	2000
TBC1D19	1433	682	808
STIM2	1363	2311	1423
PCDH7	840	853	430
ARAP2	3556	8892	2320
DTHD1	1374	908	605
NWD2	2116	1728	1603
C4orf19	1387	1187	952
RELL1	122	105	162
PGM2	1728	1837	937
AC021106.1	1133	1279	916
TBC1D1	8860	12460	15129
PTTG2	8695	9737	7726
KLF3	4527	7249	3597
TLR10	2365	2496	3905
TLR1	324	277	81
TLR6	2644	1411	919
FAM114A1	1106	704	415
TMEM156	946	1446	1369
KLHL5	719	721	583
WDR19	6437	8473	7029
RFC1	8649	4106	3971
KLB	255	535	476
RPL9	1600	1159	632
LIAS	1825	544	941
UGDH	1723	1577	438
SMIM14	191	94	169
UBE2K	9829	6271	3865
PDS5A	4808	4990	9058
N4BP2	8411	14971	5269
RHOH	2166	2876	1396
CHRNA9	1381	747	1010
RBM47	2518	1049	2808
NSUN7	822	762	1504
APBB2	5514	7048	5343
UCHL1	2450	2125	4459
LIMCH1	4998	7600	6893
PHOX2B	4714	8901	9680
TMEM33	669	503	404
DCAF4L1	359	122	402
SLC30A9	132	389	602
BEND4	589	187	380
SHISA3	2613	1248	2130
ATP8A1	385	137	437
GRXCR1	397	709	176
KCTD8	154	250	163
YIPF7	1573	1532	2031
GUF1	217	212	325
GNPDA2	1461	1746	1897
GABRG1	2724	894	800
GABRA2	2133	4411	2059
COX7B2	1466	1235	2640
GABRA4	4456	3531	3646
GABRB1	1540	2082	1285
COMMD8	3817	3762	4407
ATP10D	2888	5474	1563
CORIN	1979	1862	1059
NFXL1	1913	1855	1887
NIPAL1	659	977	1367
CNGA1	16053	9391	19057
TXK	427	615	318
TEC	3538	3603	6261
SLAIN2	9626	2905	4898
SLC10A4	4142	2715	2122
ZAR1	1281	983	1092
FRYL	997	1724	1007
OCIAD1	1409	1169	688
OCIAD2	3991	2494	1276
CWH43	797	1223	2277
DCUN1D4	1830	1876	948
LRRC66	5579	5049	2012
SGCB	260	151	225
SPATA18	6814	8018	8007
USP46	28327	42478	44391
ERVMER34-1	2030	2873	2009
RASL11B	4475	3947	4388
SCFD2	2331	1439	808
FIP1L1	1521	2227	1434
RP11-231C18.3	488	403	464
LNX1	3874	3496	3958
CHIC2	222	219	213
GSX2	311	771	484
PDGFRA	374	183	455
KIT	254	204	374
KDR	805	165	794
SRD5A3	1169	1420	846
TMEM165	374	493	594
CLOCK	3543	9106	2938
PDCL2	3178	3016	2458
NMU	1098	1103	1990
RP11-345F18.1	82	95	122
EXOC1	770	234	434
CEP135	2655	6159	4023
KIAA1211	2630	2601	7152
AASDH	8095	5478	6298
PPAT	443	241	523
PAICS	5319	5320	4881
SRP72	1700	2232	2088
ARL9	4298	3864	8118
THEGL	3244	2608	2776
HOPX	1661	1230	3194
SPINK2	2598	1179	2199
REST	1114	1060	1522
NOA1	6472	3814	4070
POLR2B	1447	1569	1267
IGFBP7	1984	4054	1506
ADGRL3	635	526	312
TECRL	124	70	95
EPHA5	4445	1493	1662
CENPC	3456	4788	3635
STAP1	6835	5530	3714
UBA6	2999	7946	11616
GNRHR	649	1137	1645
TMPRSS11D	4136	3479	3791
TMPRSS11A	112	145	257
TMPRSS11F	4488	4106	2556
TMPRSS11B	401	378	186
YTHDC1	5667	6108	2847
TMPRSS11E	354	105	343
UGT2B17	13452	5821	8059
UGT2B15	1931	3119	2361
UGT2B10	1477	1662	3826
UGT2A3	1250	691	629
UGT2B7	8066	4564	18343
UGT2B11	2985	3707	2416
UGT2B28	271	433	285
UGT2B4	660	679	2092
UGT2A1	3361	2698	2027
UGT2A2	1226	816	1693
SULT1B1	379	652	326
SULT1E1	1355	887	944
CSN1S1	76	521	436
CSN2	357	590	272
STATH	17780	9582	12088
AC063956.1	2344	2113	2845
HTN3	708	517	1174
HTN1	647	419	586
PRR27	1240	2222	1816
ODAM	2164	1963	1784
FDCSP	9693	5746	7886
CSN3	3220	2606	3101
CABS1	3818	4313	5232
SMR3A	4938	2138	2819
SMR3B	1105	1567	1682
OPRPN	2132	748	1182
MUC7	2916	2245	3580
AMTN	252	169	146
AMBN	1463	1566	485
ENAM	4106	2086	1500
JCHAIN	7528	8547	6956
UTP3	209	154	152
RUFY3	354	1027	713
GRSF1	1210	1680	1339
MOB1B	2660	3899	4099
DCK	3793	3415	4180
SLC4A4	1062	4051	1861
GC	4022	5039	5378
NPFFR2	6070	7326	5138
ADAMTS3	1195	798	1782
COX18	336	472	462
ANKRD17	459	238	423
ALB	430	1929	1636
AFP	181	168	237
AFM	9850	12652	6460
RASSF6	1797	1825	1067
CXCL8	2254	1181	847
CXCL6	2200	3346	1976
PF4V1	468	956	1289
CXCL1	5488	9042	4040
PF4	3518	3713	4048
PPBP	1833	4412	2743
CXCL5	3525	7690	4887
CXCL3	2103	3907	2567
CXCL2	2147	1098	2697
MTHFD2L	1346	1316	1708
EPGN	1836	1995	3681
EREG	2814	1105	2158
AREG	1952	1062	1094
BTC	7188	3417	3203
PARM1	309	151	163
RCHY1	206	284	66
THAP6	25479	13159	3952
C4orf26	1365	3350	5581
CDKL2	613	476	916
G3BP2	1932	4262	5718
USO1	1430	1806	1271
PPEF2	1639	1423	1751
NAAA	2836	5034	3383
SDAD1	2368	1751	3033
AC110615.1	2392	2010	1534
AC112719.1	550	322	568
CXCL9	123	116	118
ART3	1818	5247	10746
CXCL10	2510	1769	4130
CXCL11	7640	5026	8466
NUP54	1312	1347	1149
SCARB2	824	856	1291
FAM47E	1048	1271	1330
FAM47E-STBD1	2557	5095	4583
STBD1	1143	1182	821
CCDC158	2780	2181	3654
SHROOM3	2787	3797	2176
SOWAHB	8469	2901	3945
SEPT11	8770	3497	8916
CCNI	5848	12337	4804
CCNG2	1460	1349	438
CXCL13	4537	4691	1142
CNOT6L	188	117	161
MRPL1	2195	1620	1241
FRAS1	1028	694	1322
ANXA3	1056	519	781
BMP2K	645	693	832
PAQR3	8507	6389	10956
NAA11	1925	3636	1547
GK2	468	836	867
ANTXR2	1115	425	365
PRDM8	2175	1865	2294
FGF5	595	1024	355
C4orf22	1391	1075	1020
BMP3	2531	3930	3261
PRKG2	486	837	337
RASGEF1B	5109	5595	4386
HNRNPD	937	1031	283
HNRNPDL	859	790	1719
ENOPH1	1530	2811	1579
TMEM150C	4156	5741	3841
SCD5	206	133	583
SEC31A	8813	14594	9653
THAP9	1795	665	1810
LIN54	3863	2182	1892
COPS4	2009	3460	4032
PLAC8	138	873	290
COQ2	994	1286	1069
HPSE	665	505	1008
HELQ	6079	2319	4920
MRPS18C	3586	2234	779
FAM175A	2300	2997	1127
GPAT3	1371	894	1044
NKX6-1	4551	2939	2646
CDS1	3699	1542	1971
WDFY3	7440	5272	4198
ARHGAP24	1460	1296	2040
MAPK10	3974	6130	2217
PTPN13	1553	6725	3266
SLC10A6	786	1680	728
C4orf36	18	17	51
AFF1	4366	2781	5484
KLHL8	3955	2683	1452
HSD17B13	4442	2620	3373
HSD17B11	767	750	2616
NUDT9	555	340	821
SPARCL1	1711	3610	10985
DSPP	780	2597	1852
DMP1	2726	1891	1365
IBSP	1863	1920	1891
MEPE	3519	1896	6699
SPP1	678	572	1040
PKD2	2266	3400	3615
ABCG2	2587	6991	6725
PPM1K	13370	5294	4204
HERC6	713	738	1808
HERC5	141	496	351
PYURF	152	214	173
HERC3	818	1371	1187
PIGY	1586	1604	2130
NAP1L5	2534	1869	2116
FAM13A	2104	1876	1210
TIGD2	1907	2041	1716
GPRIN3	789	1626	1380
