#gene	sample1	sample2	sample3	sample7	sample8	sample9
IBA57	1320	1155	1370	987	1361	1347
C1orf145	2272	694	2377	4399	4158	2175
OBSCN	846	1100	1785	834	1845	1240
TRIM11	6421	7567	8046	7310	10138	9186
TRIM17	1748	3429	3178	2875	3864	4114
HIST3H3	4841	11803	6049	9224	13291	5666
HIST3H2A	256	181	322	296	368	148
HIST3H2BB	891	813	360	1112	1216	1584
RNF187	4411	3045	4600	4348	2461	4131
RHOU	7111	13015	6591	6092	4402	11709
TMEM78	318	270	569	321	265	323
RAB4A	8989	7709	7912	14823	2930	12635
SPHAR	2837	2994	3671	3210	4006	5317
CCSAP	6039	8248	4882	9532	7484	12451
ACTA1	811	1144	1116	1165	1316	1611
NUP133	13	27	13	38	26	34
ABCB10	1969	2241	3987	6199	4059	872
TAF5L	894	1445	2959	989	2065	3373
URB2	1424	943	885	1502	2263	1041
GALNT2	620	253	554	999	430	757
PGBD5	130	216	138	234	135	142
COG2	4597	4025	2034	9210	3149	2927
AGT	434	238	551	783	364	349
CAPN9	3530	2990	3659	7472	1390	3474
C1orf198	1806	2539	3074	1097	4282	2388
TTC13	3622	5587	6998	3847	2769	5629
ARV1	6675	6103	8458	11774	2888	4615
FAM89A	2269	1558	1474	2562	1565	2084
TRIM67	4554	2692	1157	1496	1528	2817
C1orf131	5314	6979	2824	4756	4296	9067
GNPAT	6019	4892	8839	7975	12434	3982
EXOC8	1391	759	493	1309	1286	2050
SPRTN	3077	3238	3780	5744	3144	1873
EGLN1	3526	3218	3726	4618	4821	3170
TSNAX-DISC1	1546	2728	2299	2346	2106	4019
TSNAX	2431	4589	4882	5199	7006	3170
DISC1	843	1383	1068	588	1113	2583
SIPA1L2	1203	496	728	758	878	707
MAP10	913	377	537	789	472	441
NTPCR	1872	1578	3996	5862	2682	3201
PCNX2	1882	2597	2018	1210	2717	2430
RP5-862P8.2	642	1002	2232	2391	1523	2755
KCNK1	767	1219	1619	1268	1590	650
SLC35F3	169	976	542	1950	653	1596
COA6	493	271	1224	1097	1396	449
TARBP1	8815	8100	12584	9699	8652	8018
IRF2BP2	2828	1754	3166	5914	1590	3562
AL360294.1	9502	10899	8642	17498	12903	17726
TOMM20	4560	9853	6431	6682	11749	13108
RBM34	2932	5065	3864	8000	3409	4118
ARID4B	452	486	468	325	80	277
GGPS1	10464	10998	12543	12311	5423	12463
TBCE	1417	2303	2627	4642	2574	2780
B3GALNT2	1595	1055	1012	1429	2439	1272
GNG4	3754	1531	1653	3705	1927	4162
LYST	7974	7523	8382	12611	3152	11922
NID1	539	493	310	401	955	418
GPR137B	7152	5505	2693	8014	11674	5023
ERO1B	7371	9322	13982	12324	10967	14772
EDARADD	6987	4570	6188	8302	8917	5368
LGALS8	1343	1426	2546	1855	3850	685
HEATR1	630	762	176	649	725	560
ACTN2	2519	1525	1317	3006	2362	1916
MTR	3021	2556	762	3758	1878	2516
MT1HL1	859	687	1154	1532	852	1127
RYR2	552	318	576	955	586	690
ZP4	2766	2453	3140	7117	7964	9709
MTRNR2L11	1981	3065	1297	2922	1805	2373
CHRM3	2670	3068	1490	1288	1922	2126
FMN2	2804	1413	2169	3386	2898	4972
GREM2	347	323	803	93	306	156
RGS7	577	661	409	794	758	438
FH	2166	6455	3229	5079	4427	2887
KMO	876	1154	720	2739	2429	861
OPN3	964	882	1660	914	1636	1263
CHML	390	626	382	481	859	380
WDR64	80	79	194	362	147	333
EXO1	797	1247	2575	3913	2611	1603
BECN2	6108	3784	6268	6656	8699	6544
MAP1LC3C	1303	602	1899	1217	1174	1812
PLD5	817	1446	774	1941	3711	3396
CEP170	100	85	121	248	253	230
SDCCAG8	177	573	372	361	403	355
AKT3	757	673	1000	634	529	231
ZBTB18	353	864	566	1429	932	1152
C1orf100	5077	2953	2428	4918	5080	5227
ADSS	1145	1233	684	455	927	1073
C1orf101	5131	2327	3086	2355	4052	3001
DESI2	5360	5835	10084	4275	17132	5909
COX20	70	50	225	636	343	369
HNRNPU	576	638	347	303	173	419
EFCAB2	1720	900	984	2706	1244	841
KIF26B	26	58	58	21	121	14
SMYD3	2815	2215	3111	4386	3850	1975
TFB2M	1405	842	991	2093	1106	889
CNST	5784	5347	6850	9746	3040	8877
SCCPDH	1808	582	806	967	1009	1918
AHCTF1	8237	2898	5453	5809	5130	3337
ZNF695	5569	2927	5274	1725	4793	4849
ZNF670-ZNF695	214	18	82	139	175	94
ZNF670	5949	7616	5965	11092	4299	10512
ZNF669	13177	12537	10440	11204	17182	9830
ZNF124	509	227	198	210	209	405
ZNF496	2125	1411	1250	2876	2471	1551
NLRP3	2578	3261	2534	2016	3427	1409
OR2B11	2220	3611	1905	4733	3111	2151
GCSAML	8977	5386	10945	10959	9797	13446
OR2C3	94	200	239	359	301	295
OR2G2	2662	1776	1805	2473	4372	2685
OR2G3	29	33	40	50	81	46
OR13G1	2658	1197	3954	1457	2387	3477
OR6F1	31	41	68	39	109	118
OR14A2	829	1814	1277	1551	1820	1229
OR14K1	1097	2167	3356	3800	2910	3024
OR1C1	1040	848	782	716	1258	734
OR14A16	618	277	855	865	1026	352
OR11L1	151	541	489	607	575	674
TRIM58	1660	2707	2849	2970	2902	504
OR2W3	3242	4236	3230	3185	4485	5776
OR2T8	4025	5191	6533	4497	7104	6650
OR2AJ1	17	16	7	25	20	26
OR2AK2	663	616	586	1063	560	1486
OR2L5	72	61	29	44	74	55
OR2L2	2982	4456	3479	5223	8208	4182
OR2L3	284	234	147	173	233	244
OR2L13	2367	2132	2866	4114	5536	5170
OR2M5	806	1335	1019	508	1743	1887
OR2M2	7060	5832	12448	5035	4631	10970
OR2M3	6046	3024	2962	4148	5995	2370
OR2M4	1661	2611	2859	4901	2587	2685
OR2T33	1372	646	808	419	465	547
OR2T12	2264	245	660	2367	1265	1296
OR2M7	1189	772	682	1101	983	1006
OR14C36	3016	4235	2876	5877	9610	5828
OR2T4	1162	775	1369	853	4179	2180
OR2T6	1252	303	1360	531	1129	266
OR2T1	1829	2147	1016	2164	2235	1901
OR2T2	2471	6845	10577	7206	8510	5850
OR2T3	68	78	77	82	169	42
OR2T5	2235	3310	4757	5926	3581	7587
OR2G6	3395	5223	2052	5582	3925	3742
OR2T29	3518	7872	3813	5162	6748	4710
OR2T34	4486	2948	3584	2347	6126	2357
OR2T10	183	243	444	424	243	426
OR2T35	301	392	258	73	266	270
OR2T27	4486	4276	1613	4435	6762	9638
OR14I1	467	698	313	999	1444	1413
LYPD8	797	1343	772	1137	1036	1230
SH3BP5L	1130	582	859	957	824	892
ZNF672	710	461	334	714	501	527
ZNF692	582	1485	1026	2529	1525	1104
PGBD2	114	301	231	264	251	291
FAM110C	669	510	318	517	567	832
SH3YL1	3971	2414	4344	3798	2936	5849
ACP1	5463	2401	2396	1949	6497	5934
FAM150B	864	649	737	1264	820	262
TMEM18	462	624	355	1283	747	1118
AC092159.1	1617	1955	1829	2775	3401	2006
SNTG2	512	630	194	313	407	895
TPO	1330	931	1084	2896	1334	962
PXDN	3748	3968	3181	9408	5231	5786
MYT1L	7324	6634	7419	11134	6986	9294
TSSC1	7096	4664	6303	3571	6554	7762
TRAPPC12	217	458	727	210	664	859
ADI1	291	402	210	416	385	499
RP13-512J5.1	706	1478	1508	1550	981	1322
RNASEH1	165	96	83	102	166	151
RPS7	969	705	2516	1507	1865	1826
COLEC11	277	269	215	288	417	177
ALLC	2377	1763	2962	2782	3952	959
DCDC2C	5119	9888	4617	7423	5532	3805
SOX11	2963	2084	1224	6214	4618	2485
CMPK2	119	134	101	213	321	310
RSAD2	2606	509	2137	3104	3694	4495
RNF144A	1552	1456	1711	4212	1416	1314
ID2	6058	5424	5416	5955	7641	6269
KIDINS220	807	327	687	444	641	1569
MBOAT2	13	11	2	13	11	2
ASAP2	266	264	403	435	654	183
ITGB1BP1	1032	532	673	999	1082	1430
CPSF3	1394	1361	582	1321	1366	2121
IAH1	700	389	422	666	323	390
ADAM17	3931	1505	1893	2949	1752	1731
YWHAQ	4829	3736	2348	6961	3501	4988
TAF1B	525	287	646	981	701	651
GRHL1	603	684	906	1220	811	1613
KLF11	2503	1844	2055	1875	2932	2041
CYS1	4678	3702	4820	5115	8483	4163
RRM2	2810	4371	7502	3542	5225	8227
HPCAL1	1708	1105	1817	1866	722	2512
ODC1	1303	1462	966	1032	1553	1418
NOL10	2194	486	1803	1453	933	1098
ATP6V1C2	2547	2433	4623	3194	3872	2723
PDIA6	814	948	597	949	546	381
KCNF1	3791	6141	2515	4912	5904	12961
C2orf50	803	1025	1005	1263	1200	601
PQLC3	695	1140	947	630	1014	1076
ROCK2	375	535	442	496	858	591
E2F6	134	484	449	488	314	400
GREB1	1862	1268	2149	2140	1168	2148
NTSR2	676	340	548	432	418	916
LPIN1	3744	2722	5363	2869	10670	2239
TRIB2	4147	2544	4990	2339	3560	3450
FAM84A	4748	2211	3079	6935	3512	5156
NBAS	4958	3414	2345	5296	3218	3888
DDX1	11280	6484	12859	14248	13311	21577
MYCN	3685	3052	2921	4747	2134	2283
FAM49A	3433	4295	5283	3948	5931	2923
RAD51AP2	1036	1534	917	742	1127	989
VSNL1	1107	1804	832	1483	2232	2245
SMC6	481	572	561	647	361	784
GEN1	643	3492	2629	2137	2513	2297
MSGN1	813	1398	1279	1097	917	957
KCNS3	7449	5356	8337	6566	9406	5874
RDH14	935	2356	965	1055	1874	1701
NT5C1B-RDH14	3231	3970	2492	5377	2381	8829
NT5C1B	3371	1228	2552	4021	4884	3294
OSR1	2616	839	2144	2144	2626	1810
TTC32	7075	8685	6521	4597	9434	4736
WDR35	43	49	49	128	39	90
MATN3	742	1268	1272	789	1020	645
LAPTM4A	1318	1369	272	771	939	1245
SDC1	1113	1306	1039	1575	2240	630
PUM2	1490	301	1564	402	1498	763
RHOB	243	279	135	605	495	733
HS1BP3	2550	1460	974	3658	2726	3209
GDF7	2342	1610	1271	2244	1823	2968
LDAH	2637	3315	4607	2885	4455	4294
APOB	532	821	600	676	794	468
TDRD15	300	224	418	358	625	265
KLHL29	8578	28905	8792	14849	16875	15079
ATAD2B	4914	482	1529	3627	1926	7581
UBXN2A	6051	3854	5308	7556	4045	8223
MFSD2B	1067	792	989	993	1017	528
WDCP	2239	958	2029	3600	5295	2328
FKBP1B	1212	2300	3002	4037	3990	3941
SF3B6	1202	1071	2683	3594	2454	2914
FAM228B	6814	3662	2880	5629	3797	3331
TP53I3	535	345	773	1326	1251	1352
PFN4	1362	3848	2773	2271	1438	2268
RP11-507M3.1	5675	1830	4306	1765	4914	5209
FAM228A	8208	3336	3018	3205	5810	2429
ITSN2	388	255	449	739	959	333
NCOA1	2980	3435	4317	5234	4800	2875
PTRHD1	6976	4093	11246	7013	8646	5599
CENPO	612	1103	353	1230	793	1002
ADCY3	3371	2995	1683	2474	2141	2229
DNAJC27	1415	775	1905	1711	1817	1354
EFR3B	1253	1066	544	1160	1058	524
POMC	382	1001	1034	868	895	1404
DNMT3A	243	187	317	191	167	460
DTNB	8233	3933	6793	12796	3946	16458
ASXL2	3724	3453	3494	2889	4615	2844
KIF3C	4385	2603	6188	5676	2347	2904
RAB10	2870	6730	4884	5161	5479	4596
GAREM2	3385	2066	872	2107	2136	2761
HADHA	2795	1789	2077	3816	3469	2974
HADHB	604	433	338	248	404	170
ADGRF3	102	82	181	93	231	122
EPT1	2698	3124	1793	3934	1796	7498
DRC1	499	193	357	353	749	307
OTOF	1293	1154	963	2496	3942	1712
C2orf70	2788	3488	6003	3975	1904	1620
CIB4	3229	8488	8951	7879	5640	9696
KCNK3	2435	1303	1238	2151	2485	2419
SLC35F6	1582	1322	983	966	2065	1362
CENPA	660	577	1243	1695	1755	1330
DPYSL5	55	32	70	135	97	74
MAPRE3	573	596	185	415	590	304
TMEM214	486	1109	696	1119	626	1261
AGBL5	3536	4052	3174	3220	6322	5922
OST4	501	164	646	599	568	577
EMILIN1	3930	7865	10406	3868	5167	3809
KHK	1269	1121	1648	1207	2730	837
CGREF1	9440	17350	12950	16335	14306	26713
ABHD1	6590	6577	7014	5089	5145	10087
PREB	7104	4488	6646	6975	8656	10641
PRR30	2238	5808	2424	4987	10392	5019
TCF23	3045	1671	3614	3562	2334	3581
SLC5A6	7926	20075	7470	16573	7134	12042
ATRAID	1583	1710	443	847	976	1121
CAD	1070	652	1456	1758	1942	1270
SLC30A3	88	65	196	144	197	130
DNAJC5G	2211	7271	4875	7250	3843	4663
TRIM54	1470	1078	1190	1855	1594	1155
UCN	1146	1504	1300	1029	768	2920
MPV17	6442	6234	5590	9323	5500	5657
GTF3C2	390	351	284	369	1207	441
EIF2B4	3369	3572	3534	4761	8374	9764
SNX17	1607	5033	2290	2395	3374	4270
ZNF513	22	31	24	29	17	35
PPM1G	454	971	689	802	568	554
NRBP1	24091	21421	22128	13074	24556	9926
KRTCAP3	2346	4501	3323	3397	5780	8994
IFT172	1663	844	1671	695	1092	2294
FNDC4	869	622	717	512	1058	879
GCKR	270	301	75	407	100	328
AC109829.1	3403	1198	2081	8241	9495	5160
AC109829.2	1845	1745	1905	2802	2897	6414
C2orf16	1064	3078	2329	3628	2606	2144
ZNF512	933	1056	818	812	779	1239
CCDC121	60	13	54	44	56	17
GPN1	105	204	370	300	316	247
SUPT7L	584	950	600	829	229	432
SLC4A1AP	1745	2057	3121	1993	1436	2264
MRPL33	1778	1072	3419	1242	3654	4232
RBKS	1770	7498	1818	2922	6170	6278
BRE	2179	1616	2925	3221	1794	3008
FOSL2	22	23	28	5	34	63
PLB1	1590	1705	1627	917	2098	999
PPP1CB	4620	5332	3741	3482	4026	4208
SPDYA	1987	3568	1441	1975	1901	2638
TRMT61B	162	154	76	363	103	115
WDR43	214	747	799	510	726	756
FAM179A	1096	568	778	890	1633	975
C2orf71	3439	2096	1693	9354	4095	6138
CLIP4	3207	3247	2373	8444	3144	4999
ALK	66	178	181	225	306	230
YPEL5	2450	2633	1927	2121	2227	2064
LBH	1779	1388	737	3315	877	1989
LCLAT1	885	673	575	1464	463	1415
CAPN13	9576	21526	10844	8599	19569	8542
GALNT14	3530	4631	2337	3361	2810	2288
CAPN14	873	1932	3558	2406	3611	2334
EHD3	301	308	564	237	844	555
XDH	1547	711	1477	2442	2350	1262
SRD5A2	5378	3704	7885	3785	7134	3795
MEMO1	380	448	353	286	662	823
DPY30	1838	2394	1645	2702	2693	3803
SPAST	321	426	49	354	162	201
SLC30A6	12724	13036	19712	10095	12542	7466
NLRC4	8275	8819	8920	7629	10488	17129
YIPF4	15986	14224	17605	12834	9610	10434
BIRC6	780	1045	3031	2864	3213	1519
TTC27	2020	6314	8903	4320	7461	8899
LTBP1	3898	2564	1768	5078	1579	3297
RASGRP3	2425	3485	2433	2708	3630	2646
FAM98A	1511	605	889	614	1217	1282
CRIM1	404	255	327	298	414	195
FEZ2	1245	957	1575	1975	1483	937
VIT	4867	4257	4102	4517	6840	6754
STRN	1215	1434	976	1308	1160	2261
HEATR5B	6367	3626	3933	6487	6099	4049
GPATCH11	10242	9111	4700	6974	7914	10625
EIF2AK2	2042	3300	1704	2548	3554	3042
SULT6B1	4292	3209	4083	1700	5386	4550
CEBPZOS	3400	12477	10544	12710	10920	6037
CEBPZ	459	330	291	678	174	217
NDUFAF7	394	428	595	547	613	264
PRKD3	11699	11344	5410	10405	9218	15650
QPCT	641	757	551	990	1088	999
CDC42EP3	6010	5433	3880	3033	5793	4342
RMDN2	1513	1407	2459	1658	2725	2302
CYP1B1	1655	650	1180	1068	1277	1547
ATL2	1020	368	709	849	262	274
HNRNPLL	1334	1154	1615	826	1579	909
GALM	2476	932	584	2637	3034	2833
SRSF7	3551	3237	3635	4961	5114	3261
GEMIN6	1011	2938	4028	4779	3735	3113
DHX57	460	445	399	1404	732	812
MORN2	2782	2060	532	1430	1432	2140
ARHGEF33	3723	7821	3228	6545	2454	6941
SOS1	927	801	1308	1567	1055	1427
CDKL4	609	463	1489	787	1071	755
MAP4K3	744	926	434	2240	1218	1949
TMEM178A	191	122	125	103	69	164
THUMPD2	1679	1177	848	1227	419	1037
SLC8A1	862	514	680	213	1199	1668
C2orf91	991	2646	2579	1986	2214	831
PKDCC	1708	1795	1721	4888	3139	3427
EML4	616	598	588	877	876	775
COX7A2L	3852	3380	2301	9577	6423	6169
KCNG3	963	990	1070	2320	1291	915
MTA3	256	224	455	873	1004	584
OXER1	1396	597	1059	868	1256	1814
HAAO	2439	1829	1155	2623	2402	1883
ZFP36L2	17634	16472	8171	11900	6260	14606
THADA	130	129	169	120	163	158
PLEKHH2	7047	4773	8902	4841	6449	4629
C1GALT1C1L	1110	1095	893	822	1240	957
DYNC2LI1	1396	1483	867	1250	1043	792
ABCG5	6727	11900	10711	8722	9031	6693
ABCG8	27	3	23	26	25	64
LRPPRC	34	69	59	98	60	64
PPM1B	1305	1117	879	1195	1938	1792
SLC3A1	406	321	291	847	614	536
PREPL	2266	1309	2206	1921	3396	2370
CAMKMT	2354	1365	1700	2255	2587	1413
SIX3	368	340	250	516	255	428
SIX2	315	68	196	97	144	379
SRBD1	2838	1552	1981	3648	2429	4126
PRKCE	1075	1144	916	2300	2693	2204
EPAS1	4812	3558	2241	6509	2773	6739
TMEM247	4383	2873	2378	3091	4795	3600
ATP6V1E2	706	313	596	1161	822	489
RHOQ	47	34	52	39	49	30
PIGF	1710	691	858	2233	1335	1117
CRIPT	1417	682	1322	1216	1903	1020
SOCS5	1644	1842	1689	1706	2033	618
MCFD2	2696	2109	2425	2017	2957	1892
TTC7A	2918	2889	2715	2451	4418	4238
C2orf61	529	752	226	485	700	487
RP11-761B3.1	3852	3701	8478	9732	4142	6086
CALM2	1233	982	445	2359	1958	2424
EPCAM	1550	921	1431	2016	1783	2658
MSH2	57	52	23	66	61	43
KCNK12	5174	2958	4377	8958	4679	3750
MSH6	2855	2158	2687	4914	3933	4839
FBXO11	128	174	66	128	179	131
FOXN2	468	637	426	258	1096	389
PPP1R21	6953	10866	6325	6215	8317	19392
STON1	3901	4343	4369	6252	2705	4830
STON1-GTF2A1L	448	466	529	1036	604	1661
GTF2A1L	1639	1614	1541	4244	2131	2844
RP11-310N16.1	3684	4843	3929	5405	8265	1769
LHCGR	7007	8452	9421	10953	7507	10396
FSHR	893	564	968	2142	1167	1020
NRXN1	100	135	151	353	159	111
ASB3	1158	798	604	1205	830	1041
GPR75-ASB3	1405	613	1252	1011	1148	1637
CHAC2	2237	2214	1544	988	1545	2660
ERLEC1	1182	1336	1150	1539	1441	1594
GPR75	2797	7868	1863	2688	6552	3969
PSME4	478	2550	1177	2768	1520	4694
ACYP2	1553	831	839	838	1915	845
TSPYL6	3316	1811	1864	3466	5802	2035
C2orf73	2988	4272	1789	2241	2500	2764
SPTBN1	5964	2932	4640	15105	11632	3803
EML6	2044	2727	2017	2326	2551	1847
RTN4	3223	5858	6280	5748	11197	12182
CLHC1	1826	2250	1900	2806	1808	1563
RPS27A	631	542	548	680	815	761
MTIF2	2859	6343	8756	6718	5137	4773
CCDC88A	1590	2225	745	2250	1891	3439
CFAP36	591	2100	1568	4067	1826	3373
PPP4R3B	2695	2012	3613	4610	4339	1399
PNPT1	47	131	103	147	28	113
EFEMP1	468	1172	996	1078	349	501
CCDC85A	1296	2498	2102	4449	4102	3029
VRK2	1115	705	1458	1514	1058	1918
FANCL	1181	1998	562	955	1685	938
BCL11A	99	91	117	219	207	101
PAPOLG	4574	2711	1831	9192	4606	9969
REL	255	252	299	1110	638	474
PUS10	5407	3280	5459	3867	2905	2716
PEX13	2795	5391	5516	5272	3114	2825
KIAA1841	8331	5719	4798	9746	6824	4788
C2orf74	1282	928	725	818	819	1618
AHSA2	2140	2334	3197	7292	1513	4519
USP34	460	1395	1827	2408	908	1220
XPO1	2964	1880	4454	3114	10318	2435
FAM161A	34	29	39	61	52	70
CCT4	1881	4756	3238	2218	2237	2687
COMMD1	243	464	271	913	425	372
AC107081.1	184	222	241	319	281	300
B3GNT2	10	11	17	24	42	15
TMEM17	2381	2898	1726	3685	2246	2664
EHBP1	1057	540	287	504	713	288
OTX1	207	132	262	425	113	420
WDPCP	5859	8533	6989	5388	4759	4807
MDH1	498	1949	1051	1101	1271	734
AC016734.1	321	593	480	480	483	666
UGP2	1291	2660	4151	4161	2662	5133
VPS54	865	972	767	1266	787	1841
PELI1	1043	1103	1374	670	1525	2254
LGALSL	399	665	523	574	455	388
AFTPH	393	447	401	918	389	504
AC008074.1	4436	888	1591	2671	2286	1686
SERTAD2	1424	658	1016	1900	2195	1241
SLC1A4	11180	12027	9679	20276	15039	9592
CEP68	694	911	839	1762	3690	2322
RAB1A	1853	1512	1270	2918	5674	3860
ACTR2	1743	3147	832	2121	2796	1393
SPRED2	960	748	880	2221	1166	1040
MEIS1	1695	2402	2532	6768	5105	2649
ETAA1	1835	1152	2320	2617	2113	2044
C1D	1416	1903	1329	1661	2308	1730
WDR92	2277	998	1690	2072	3143	1572
RP11-474G23.1	847	951	1076	891	1148	1551
PNO1	1296	996	1622	1429	683	3168
PPP3R1	4169	1222	1618	2576	3739	2970
CNRIP1	885	1085	692	1531	437	585
PLEK	1211	1649	1023	1624	1106	1964
FBXO48	4137	3974	2822	3886	2784	3331
APLF	1330	1942	2883	2852	3473	4135
PROKR1	1645	1858	1001	2281	1728	1803
ARHGAP25	421	1050	648	891	901	287
BMP10	4898	5265	4273	3419	3245	2670
GKN2	920	980	755	913	1103	804
GKN1	79	88	139	127	112	241
ANTXR1	1670	2201	619	4154	2706	3015
GFPT1	1839	1294	1346	1577	2183	1494
NFU1	759	2262	649	1625	2549	1231
AAK1	1925	1502	1468	1753	3413	4565
ANXA4	1025	1717	2283	2540	5012	2681
GMCL1	8717	4388	7557	19734	7621	7715
SNRNP27	426	782	823	676	816	1345
MXD1	1381	700	638	692	1118	911
AC019206.1	1331	2599	2660	1233	1363	5052
ASPRV1	6426	3765	3332	5134	3525	2265
PCBP1	1467	1119	1166	1245	1370	1735
C2orf42	430	421	150	268	697	326
TIA1	136	126	61	139	104	102
PCYOX1	4785	4775	3738	9124	5796	7844
SNRPG	1379	1765	1923	3481	3193	2772
FAM136A	570	882	1232	1394	492	500
TGFA	119	200	192	212	441	271
ADD2	1581	1563	336	1266	1399	1221
FIGLA	2970	1063	1455	3333	1903	2534
CLEC4F	310	632	286	1050	1399	774
CD207	2611	1649	2360	1705	1181	2606
VAX2	6513	3586	4390	3856	4526	2670
ATP6V1B1	479	255	416	412	137	370
AC007040.11	2764	3321	2477	3066	2835	1359
ANKRD53	1979	4714	10058	6238	5632	3599
TEX261	2640	1758	6085	4370	6271	3152
NAGK	2306	678	2106	4060	2882	7853
MCEE	2330	1237	2439	1198	2726	3071
MPHOSPH10	386	137	414	247	653	481
PAIP2B	1863	1283	1278	1863	1364	2425
ZNF638	1129	954	2593	1255	2391	1793
DYSF	4724	3987	3087	4815	9444	932
CYP26B1	2222	2825	3328	4829	11918	5156
EXOC6B	2470	5450	6167	2595	10904	6110
SPR	4363	1125	3229	2438	6597	2033
EMX1	1365	1376	233	1572	1066	747
SFXN5	2269	1517	1276	2099	1148	1536
RAB11FIP5	2568	3270	5407	3455	4274	1936
NOTO	131	135	127	111	98	118
SMYD5	1134	693	521	1074	1000	1282
PRADC1	948	2126	2671	2715	1335	2060
CCT7	362	1099	475	863	551	605
FBXO41	325	449	184	282	539	416
EGR4	9200	11316	9630	11571	6545	6208
ALMS1	3465	3838	2047	4033	6260	2494
NAT8	226	317	771	319	527	821
TPRKB	3363	2018	3100	4416	4806	4774
DUSP11	478	534	524	295	454	828
C2orf78	13821	18767	11492	9346	8929	17096
STAMBP	622	684	649	396	944	663
ACTG2	5718	5673	5722	3773	5024	7368
DGUOK	2706	2376	457	3609	3101	2422
TET3	407	946	412	1034	498	1255
BOLA3	3063	2370	2588	5204	3307	6036
MOB1A	2847	2678	2177	5223	4019	3416
MTHFD2	1006	908	2167	2933	2006	1413
RP11-287D1.3	933	547	703	1126	526	416
SLC4A5	408	550	374	657	523	850
DCTN1	2682	2741	3607	2211	1280	2369
C2orf81	996	342	611	602	533	493
WDR54	323	191	142	156	184	161
RTKN	27	3	26	66	41	57
INO80B	1133	740	1263	802	1530	1763
INO80B-WBP1	1280	3261	702	2281	4444	1996
WBP1	2563	1532	2372	4651	3893	2049
MOGS	2123	919	1183	1061	2381	2816
MRPL53	1204	639	1471	2183	1451	1963
CCDC142	4395	3535	6747	2249	6069	5505
TTC31	2816	3107	5335	4618	5482	6973
LBX2	2785	2052	4619	5768	8424	5418
PCGF1	3935	4056	1581	7711	4378	7723
TLX2	683	632	788	455	595	476
DQX1	1846	919	893	1109	853	2658
AUP1	2325	3050	2865	4364	3215	3261
HTRA2	3138	5925	3800	1927	11927	5724
LOXL3	1145	1691	1261	1185	835	1427
DOK1	4887	1427	2879	3007	2980	1391
M1AP	3682	1817	1416	3998	1813	1826
SEMA4F	1160	311	842	1089	819	690
HK2	829	767	2005	2181	1482	2118
POLE4	8235	4169	3852	3913	12732	5310
TACR1	202	311	123	471	413	223
EVA1A	3037	1970	3938	1658	4500	3410
MRPL19	2181	2333	2365	5274	3774	2265
GCFC2	793	2329	1293	2679	1848	3408
LRRTM4	2881	1992	1647	2001	3578	6679
REG3G	68	107	120	131	40	109
REG1B	2349	5860	5120	4957	5628	4204
REG1A	3770	1665	2687	4164	3434	4511
REG3A	1417	1019	1022	931	1679	1051
CTNNA2	4215	6119	10822	3279	6551	11751
LRRTM1	6024	11046	8870	12823	12002	6010
SUCLG1	6776	5562	6142	13147	10708	7154
DNAH6	6917	4103	5152	7583	3590	5608
TRABD2A	12333	11807	19467	6573	19066	12805
AC022210.1	1968	1316	548	1828	2160	1004
TMSB10	632	3107	1809	1608	1330	2379
KCMF1	179	125	188	126	168	287
TCF7L1	747	1255	1922	2402	752	1209
TGOLN2	1868	938	825	1897	1748	2332
RETSAT	309	322	174	400	598	614
ELMOD3	3151	2016	1660	2023	2538	1079
CAPG	1232	2768	1639	4879	8962	3950
SH2D6	2107	5956	7224	6339	6777	8149
MAT2A	4001	2075	7672	3862	3397	4985
GGCX	2767	3368	3490	5983	6552	8140
VAMP8	788	553	503	433	1081	1402
AC016753.1	339	725	453	1407	333	671
VAMP5	912	1311	861	570	394	1083
RNF181	690	651	859	1893	410	993
TMEM150A	1731	1288	1700	2202	3021	1684
USP39	1072	1379	1847	1312	1334	1745
C2orf68	1110	950	936	1879	1736	1534
SFTPB	1645	2094	1111	2582	695	1483
GNLY	133	148	195	582	342	403
ATOH8	936	1867	2492	2768	1940	3475
ST3GAL5	558	1599	2875	2438	2132	841
POLR1A	297	305	305	454	232	315
PTCD3	1294	1513	1212	1398	1263	1505
IMMT	1122	2501	1638	2420	5504	5605
MRPL35	1283	2177	4255	4168	1412	2778
REEP1	1511	1819	2273	2638	2506	960
KDM3A	2152	643	1507	1590	2234	3062
CHMP3	56	46	129	86	56	86
RNF103-CHMP3	934	618	486	1698	1059	918
RNF103	1438	1000	959	2232	1473	1763
RMND5A	393	764	301	685	843	638
CD8A	83	55	159	55	96	209
CD8B	8098	3702	3213	7512	7703	2517
RGPD1	3546	1778	1893	3876	2429	4793
PLGLB1	413	554	173	499	757	263
PLGLB2	210	179	222	245	360	333
RGPD2	2153	9069	1426	5808	6200	4406
KRCC1	20560	8981	12569	14703	9837	23287
SMYD1	910	897	760	1473	1994	1374
FABP1	1809	2379	3428	9323	3694	3209
THNSL2	3492	2395	2183	3261	5452	2896
FOXI3	116	214	160	486	339	133
TEX37	2153	1284	1973	2011	1723	2339
EIF2AK3	5421	6046	5557	1975	3865	7372
RPIA	7923	8748	3184	5937	4713	11515
RP11-407P15.2	5078	5087	5270	3070	4203	8286
TEKT4	311	318	66	244	222	176
MAL	3117	2102	2464	3772	2427	2882
MRPS5	4125	3216	2373	2592	3650	6710
