#gene	sample1	sample2	sample3
SEC61A1	86	169	104
RUVBL1	345	279	225
EEFSEC	1171	784	928
DNAJB8	273	849	576
GATA2	1000	877	1268
RPN1	848	1208	606
RAB7A	1140	1095	808
ACAD9	5143	8097	10029
KIAA1257	94	145	138
RP11-723O4.6	1402	1440	1432
EFCC1	593	701	282
GP9	4175	2801	2318
RAB43	965	1679	939
ISY1-RAB43	2659	5586	2514
ISY1	360	183	183
CNBP	12881	9190	3941
COPG1	2465	1995	817
HMCES	298	472	642
H1FX	914	1048	574
EFCAB12	3018	2350	1995
MBD4	4875	2991	4008
IFT122	615	978	724
RHO	7	6	6
H1FOO	6284	1685	3734
PLXND1	1775	1657	1119
TMCC1	864	628	1689
TRH	546	413	509
ALG1L2	216	177	201
COL6A5	2960	3456	3020
COL6A6	901	642	1589
PIK3R4	82	69	66
ATP2C1	4334	5984	5733
AC055733.1	376	355	244
ASTE1	588	2444	2163
NEK11	289	316	238
NUDT16	78	231	215
MRPL3	1158	530	2011
CPNE4	2764	2557	2809
ACPP	622	196	983
DNAJC13	2647	2926	3580
ACAD11	1422	913	1166
NPHP3-ACAD11	1079	431	990
ACKR4	5627	4781	4562
UBA5	1169	630	613
NPHP3	846	761	1282
TMEM108	1239	457	392
BFSP2	2418	2020	1842
CDV3	6227	2857	6774
TOPBP1	10975	9149	11882
TF	1250	2101	777
SRPRB	293	386	192
RAB6B	121	169	213
C3orf36	1643	4499	4739
SLCO2A1	2759	2290	1369
RYK	2358	1277	1517
AMOTL2	1973	2950	6229
ANAPC13	28	72	55
CEP63	1618	2058	963
EPHB1	798	709	1522
KY	106	378	609
PPP2R3A	8464	13635	14384
MSL2	434	1144	1171
PCCB	3869	7159	3885
STAG1	1477	4175	6853
SLC35G2	2139	3290	3902
NCK1	367	579	389
IL20RB	345	414	847
SOX14	1692	698	1512
CLDN18	65	216	60
DZIP1L	1089	3444	3386
A4GNT	1283	1545	1476
DBR1	965	934	2306
ARMC8	3769	3390	2205
NME9	5524	4198	3162
MRAS	1800	3261	3601
ESYT3	729	485	519
CEP70	4527	2749	6326
FAIM	292	354	447
PIK3CB	204	530	422
FOXL2	413	781	1391
FOXL2NB	2744	3716	3364
PRR23A	1068	1377	988
MRPS22	2481	1909	2051
PRR23B	414	784	937
PRR23C	529	528	567
COPB2	1345	1617	829
RBP2	2980	1317	2446
RBP1	72	110	139
NMNAT3	1317	953	1431
CLSTN2	6123	9668	6903
TRIM42	3780	3593	3919
SLC25A36	874	675	815
SPSB4	9895	10350	12475
PXYLP1	186	159	151
ZBTB38	3508	2208	3118
RASA2	4	8	14
AC010184.1	3948	4398	4490
RNF7	1052	1394	1888
GRK7	1070	1042	1134
ATP1B3	383	517	284
TFDP2	299	286	229
GK5	2253	2475	3888
XRN1	3186	3165	6263
ATR	1199	1438	1357
PLS1	145	174	226
TRPC1	6314	9273	6288
PCOLCE2	639	740	496
PAQR9	5568	2373	6781
U2SURP	6856	8017	9823
CHST2	1429	3856	2029
SLC9A9	1638	2845	2266
C3orf58	318	230	311
PLOD2	1222	567	331
PLSCR4	4252	4413	6084
PLSCR2	5612	3339	1729
PLSCR1	468	271	466
PLSCR5	1060	1573	1283
ZIC4	2596	2066	2823
ZIC1	901	1506	1500
AGTR1	758	1348	1880
CPB1	3584	2163	531
CPA3	6709	5597	5306
GYG1	42	93	62
HLTF	650	818	891
HPS3	3543	1614	2183
CP	336	225	494
TM4SF18	779	749	1456
TM4SF1	1080	1252	417
TM4SF4	366	616	647
WWTR1	12492	10313	13306
COMMD2	2660	1529	2280
ANKUB1	316	592	129
RNF13	864	662	1206
PFN2	1730	3953	1794
TSC22D2	490	292	352
SERP1	5821	2222	1737
EIF2A	2354	1800	1506
SELT	1966	4072	2436
ERICH6	4367	4230	4935
SIAH2	1485	1278	2157
AC016142.1	375	171	381
RP11-166N6.3	2724	3951	1660
CLRN1	1004	915	430
MED12L	185	365	163
GPR171	2462	2335	1089
P2RY14	495	1440	724
GPR87	1182	913	743
P2RY13	1406	2832	3719
P2RY12	3515	6998	3176
IGSF10	2345	3203	1673
AADACL2	2177	5402	2020
AADAC	107	235	121
SUCNR1	1415	969	1287
MBNL1	6394	3413	5810
P2RY1	19372	13124	10132
RAP2B	658	300	749
ARHGEF26	129	94	243
DHX36	4129	8082	5336
GPR149	2622	4179	2229
MME	8427	8423	11684
RP11-451G4.2	523	412	457
PLCH1	626	442	429
C3orf33	7315	6031	4405
SLC33A1	745	822	698
GMPS	6148	6646	6846
KCNAB1	338	432	692
SSR3	2591	5797	2595
TIPARP	5472	5140	1677
LEKR1	702	1028	1678
CCNL1	5090	6323	4348
VEPH1	5189	2351	3499
PTX3	1510	831	3347
PQLC2L	7447	3100	6817
SHOX2	1322	1300	1580
RSRC1	660	371	936
MLF1	2555	3775	4402
GFM1	2227	2022	2523
LXN	3661	6562	3157
RARRES1	670	967	804
MFSD1	2952	3720	3059
IQCJ	547	595	1265
IQCJ-SCHIP1	132	262	32
SCHIP1	6	12	12
IL12A	3999	4506	6145
C3orf80	1655	1132	2684
RP11-432B6.3	3481	2538	6353
IFT80	99	457	164
SMC4	4841	2838	3029
TRIM59	3042	2894	4575
KPNA4	797	1183	1995
ARL14	810	232	670
PPM1L	5912	2783	3767
B3GALNT1	761	1736	2955
NMD3	6782	6495	10646
SPTSSB	760	1616	1498
OTOL1	3581	7338	2471
SI	47	23	22
SLITRK3	159	132	85
BCHE	6395	3870	2148
ZBBX	2745	1301	1143
SERPINI2	6134	6919	2713
WDR49	753	614	598
PDCD10	1430	975	818
SERPINI1	1363	2825	4467
GOLIM4	1596	1906	1942
MECOM	2377	616	1767
AC074033.1	4441	2682	924
ACTRT3	1457	859	2524
MYNN	590	1371	534
LRRC34	2559	1018	872
LRRIQ4	2376	1585	2496
LRRC31	1310	1690	1269
SAMD7	1398	3127	1091
SEC62	1806	1434	1753
GPR160	221	265	419
PHC3	400	709	1879
PRKCI	1391	1683	2595
SKIL	392	743	544
CLDN11	2216	660	1053
SLC7A14	108	259	124
RPL22L1	1967	1325	2810
EIF5A2	24	64	37
SLC2A2	1560	5669	4927
TNIK	594	387	468
PLD1	81	98	114
TMEM212	4295	1496	2324
FNDC3B	80	150	156
GHSR	5918	3452	1604
TNFSF10	765	992	799
NCEH1	16531	12890	12985
ECT2	2150	874	1800
SPATA16	4761	5731	8456
NLGN1	276	303	204
NAALADL2	434	249	308
TBL1XR1	837	281	345
KCNMB2	702	1947	2210
RP11-385J1.3	2209	2357	3564
ZMAT3	1466	1201	1409
PIK3CA	10539	6700	6248
KCNMB3	2990	2159	5731
ZNF639	309	249	897
MFN1	3672	1584	2591
GNB4	288	450	530
ACTL6A	3093	1553	6937
MRPL47	639	482	943
NDUFB5	57	16	33
USP13	190	246	283
PEX5L	5254	7109	2961
TTC14	597	1011	959
CCDC39	276	330	200
FXR1	425	646	1036
DNAJC19	1467	1340	3011
SOX2	2805	3165	4076
ATP11B	1490	1513	1635
DCUN1D1	3342	5250	1525
MCCC1	2413	4934	6405
LAMP3	1485	1113	1035
MCF2L2	1409	1800	2184
B3GNT5	411	668	404
KLHL6	3102	2304	3606
KLHL24	1442	1272	2201
YEATS2	727	662	644
MAP6D1	1015	1533	582
PARL	3351	2935	2034
ABCC5	5248	3108	3279
HTR3D	3245	8027	4933
HTR3C	4225	1489	4998
HTR3E	1351	6162	6526
EIF2B5	260	411	366
DVL3	427	526	641
AP2M1	201	110	340
ABCF3	2611	1394	1060
VWA5B2	1882	1359	1074
ALG3	629	376	276
ECE2	91	43	64
CAMK2N2	3748	4628	4369
PSMD2	1873	511	364
EIF4G1	3006	5949	917
FAM131A	407	1701	1515
CLCN2	919	586	711
POLR2H	142	150	190
THPO	66	43	141
CHRD	2289	7062	12269
EPHB3	94	92	65
MAGEF1	48	100	67
VPS8	2119	3410	891
C3orf70	181	61	175
EHHADH	8436	7647	8661
MAP3K13	6268	6693	3789
TMEM41A	2028	2102	2854
LIPH	715	647	909
SENP2	781	746	1172
IGF2BP2	4306	3007	2904
TRA2B	5427	3422	4402
ETV5	478	751	598
DGKG	115	45	135
CRYGS	1347	1384	1219
TBCCD1	2462	2434	2916
DNAJB11	314	250	316
RP11-134F2.8	1905	1764	713
AHSG	803	1031	866
FETUB	1175	2626	1988
HRG	7674	9351	11299
KNG1	1457	2220	2294
EIF4A2	4267	3166	5504
RFC4	2539	1507	734
ADIPOQ	1889	3162	1516
ST6GAL1	113	75	98
RPL39L	249	468	445
RTP1	4150	8485	3759
MASP1	1073	1676	1220
RTP4	1387	558	945
SST	2718	5246	3097
RTP2	1855	1353	1350
BCL6	997	794	807
RP11-211G3.2	4918	6100	5040
LPP	1948	5633	2311
TPRG1	1885	2188	2249
TP63	1920	894	2015
P3H2	472	285	379
CLDN1	685	1292	767
CLDN16	2178	1657	1157
TMEM207	979	1430	1091
IL1RAP	1313	759	1062
GMNC	113	231	190
OSTN	3157	2322	4105
UTS2B	3992	6111	4288
CCDC50	814	1545	1401
FGF12	88	115	61
MB21D2	3356	5633	1782
HRASLS	2116	1191	1433
ATP13A5	4548	2671	3164
ATP13A4	5734	3939	3750
OPA1	2723	1463	832
HES1	1342	759	359
CPN2	5187	2786	4883
LRRC15	377	574	459
GP5	309	376	317
ATP13A3	1472	3038	1428
TMEM44	517	962	1410
LSG1	2390	2399	2547
FAM43A	1737	1551	1481
XXYLT1	1700	499	715
ACAP2	26750	12468	25039
PPP1R2	713	787	353
APOD	2312	2541	2263
MUC20	2479	3886	2259
MUC4	9116	4560	10470
TNK2	1626	2310	2977
TFRC	1490	1671	2222
ZDHHC19	1592	690	1854
SLC51A	966	1625	3889
PCYT1A	2582	2232	966
RP11-447L10.1	4747	4734	3905
TCTEX1D2	2441	1574	1768
TM4SF19-TCTEX1D2	5785	11821	7815
TM4SF19	5325	5547	9110
UBXN7	1054	700	733
RNF168	5121	5183	3793
SMCO1	859	2281	2571
WDR53	1237	2160	2121
FBXO45	252	712	319
NRROS	3249	1640	1711
PIGX	5510	3244	5015
CEP19	271	195	418
PAK2	3117	3812	3216
SENP5	208	73	283
NCBP2	150	249	283
NCBP2-AS2	712	797	393
PIGZ	2450	1981	1061
MELTF	922	1288	1419
DLG1	61	36	39
BDH1	4475	4227	2569
RUBCN	3052	2311	927
FYTTD1	2419	4858	1887
LRCH3	172	269	178
IQCG	2148	2102	615
RPL35A	940	2781	1292
LMLN	2102	997	661
ZNF595	3123	3084	1485
ZNF718	1639	539	1478
ZNF732	2847	2582	3545
ZNF141	1633	1015	1178
ZNF721	5434	4175	3236
PIGG	1903	1839	848
PDE6B	4579	2063	1365
ATP5I	2826	2378	3866
MYL5	1566	2745	3574
MFSD7	1456	1347	2410
PCGF3	824	1603	1128
CPLX1	635	590	590
GAK	799	1607	939
TMEM175	2013	2009	1350
DGKQ	9717	3336	3993
SLC26A1	2444	1374	727
IDUA	3127	2459	1575
FGFRL1	5443	9384	2839
RNF212	2249	2937	3144
SPON2	4928	4658	2965
CTBP1	139	85	230
MAEA	1554	2029	2990
UVSSA	600	261	471
CRIPAK	8093	11003	7633
NKX1-1	2318	1618	3304
FAM53A	13	12	15
SLBP	684	300	927
TMEM129	1081	749	2047
TACC3	774	953	1029
FGFR3	133	275	147
LETM1	3537	2218	1463
WHSC1	1880	1432	2339
NELFA	915	686	1563
C4orf48	4849	2660	4199
NAT8L	9105	6880	6057
POLN	2912	3143	2458
HAUS3	239	372	426
MXD4	327	197	190
ZFYVE28	6007	10505	9071
CFAP99	18113	9024	8045
RNF4	55	116	252
FAM193A	3206	3718	1028
TNIP2	812	1323	574
SH3BP2	2343	2509	1989
ADD1	313	217	298
MFSD10	788	1002	481
NOP14	1686	2205	3673
GRK4	228	278	209
HTT	14066	8856	9166
MSANTD1	2084	2642	1841
RGS12	373	328	316
HGFAC	3213	20911	6083
DOK7	2115	5531	3930
LRPAP1	702	578	1241
AL590235.1	1129	2029	1250
ADRA2C	473	546	495
OTOP1	3436	5709	2425
TMEM128	2259	3321	1047
LYAR	478	578	449
ZBTB49	1886	1305	3078
NSG1	2013	3338	2731
STX18	379	272	360
MSX1	726	769	459
CYTL1	500	451	267
STK32B	450	281	566
EVC2	354	215	221
EVC	488	1591	1198
CRMP1	10316	11723	25233
C4orf50	1519	2411	2675
JAKMIP1	11842	5046	3665
WFS1	2656	3574	4194
PPP2R2C	594	417	339
MAN2B2	2949	1084	731
MRFAP1	4165	3015	5608
S100P	929	466	421
MRFAP1L1	2799	3260	5426
BLOC1S4	1688	2188	1527
KIAA0232	1	7	6
TBC1D14	1	4	2
CCDC96	2319	1707	475
TADA2B	1171	2758	1221
GRPEL1	4457	5698	7369
SORCS2	2242	3686	7176
PSAPL1	2993	6618	4531
AFAP1	665	577	969
ABLIM2	2772	2291	3627
SH3TC1	1005	1148	981
AC104650.1	933	258	376
HTRA3	2706	2462	4724
ACOX3	112	33	36
TRMT44	776	840	785
GPR78	1912	2495	1415
CPZ	1273	1921	1394
HMX1	4350	4578	4691
FAM90A26	1288	1528	884
USP17L10	550	654	433
USP17L11	1532	3802	3262
USP17L12	170	246	320
USP17L13	68	40	74
USP17L15	686	223	288
USP17L17	1021	1147	1687
USP17L18	935	3292	1629
USP17L19	40	74	125
USP17L20	2481	1942	3195
USP17L21	2873	1368	1641
USP17L22	983	738	552
USP17L23	1140	562	727
USP17L24	629	601	269
USP17L25	943	625	550
USP17L26	1619	2245	667
USP17L5	1816	2385	3343
USP17L27	2163	735	2294
USP17L28	63	64	57
USP17L29	2010	2617	1584
USP17L30	1316	768	925
DEFB131	155	259	93
SLC2A9	2803	923	3610
DRD5	418	229	403
WDR1	968	846	500
ZNF518B	1967	8628	5059
CLNK	3302	2073	6385
HS3ST1	4452	1776	1882
RAB28	12333	12746	11094
NKX3-2	692	835	384
BOD1L1	7058	3899	13802
AC006445.1	2225	2857	2123
CPEB2	1611	2449	1813
C1QTNF7	726	492	747
CC2D2A	1080	1385	1183
FBXL5	101	140	149
FAM200B	1066	1452	855
BST1	1780	2235	3331
CD38	1397	832	2417
FGFBP1	2049	4773	1577
FGFBP2	8500	4100	4901
PROM1	1123	1043	1271
TAPT1	7762	5470	8712
LDB2	1715	2706	1588
QDPR	2052	2748	2567
CLRN2	4394	2616	1162
LAP3	3098	6660	1255
MED28	4196	6636	4635
FAM184B	3163	2402	3720
DCAF16	1027	1046	2383
NCAPG	10984	5686	5242
LCORL	434	671	690
SLIT2	2423	1612	1991
PACRGL	73	69	66
KCNIP4	10329	8033	14113
ADGRA3	16736	8064	7480
PPARGC1A	2486	2544	1642
DHX15	398	416	347
SOD3	3405	4399	2816
CCDC149	2088	734	1401
LGI2	1560	733	1293
SEPSECS	1944	1095	646
RP11-717K11.2	408	2949	1956
PI4K2B	96	138	66
ZCCHC4	2364	1585	3811
ANAPC4	8083	4418	5678
SLC34A2	657	1651	921
SEL1L3	872	201	891
SMIM20	1545	3103	693
RBPJ	416	2113	949
CCKAR	1041	928	1760
TBC1D19	703	646	836
STIM2	1287	1301	1405
PCDH7	360	377	710
ARAP2	1836	4138	5422
DTHD1	1463	1208	2436
NWD2	1306	2419	1042
C4orf19	1428	1379	1112
RELL1	250	107	207
PGM2	489	1775	1722
AC021106.1	1029	613	2077
TBC1D1	3494	3186	7987
PTTG2	6361	3435	8119
KLF3	4589	1522	2971
TLR10	1113	4108	3715
TLR1	123	128	129
TLR6	1889	1162	993
FAM114A1	302	710	477
TMEM156	1172	1292	1317
KLHL5	1566	627	599
WDR19	4662	9340	9357
RFC1	6478	2486	5057
KLB	213	385	569
RPL9	616	847	888
LIAS	1452	1457	1389
UGDH	1135	1576	593
SMIM14	156	44	218
UBE2K	7305	14032	9350
PDS5A	4164	6031	6252
N4BP2	8205	8213	8357
RHOH	2013	1194	1110
CHRNA9	1360	1010	970
RBM47	2420	1381	2155
NSUN7	633	279	732
APBB2	3075	4728	2371
UCHL1	1519	2027	932
LIMCH1	4161	3026	1700
PHOX2B	2024	3780	8782
TMEM33	601	379	359
DCAF4L1	174	227	104
SLC30A9	295	186	150
BEND4	411	301	277
SHISA3	1157	1318	2285
ATP8A1	250	326	552
GRXCR1	364	164	218
KCTD8	137	181	162
YIPF7	681	1061	1590
GUF1	309	318	182
GNPDA2	277	1251	1079
GABRG1	700	989	740
GABRA2	954	1414	1505
COX7B2	1232	1423	2419
GABRA4	2134	2643	1360
GABRB1	1658	972	442
COMMD8	2399	2612	2847
ATP10D	900	2234	1922
CORIN	2523	731	1289
NFXL1	1086	1876	875
NIPAL1	824	735	810
CNGA1	17903	14238	8064
TXK	156	288	411
TEC	3112	3007	3974
SLAIN2	3629	3713	1909
SLC10A4	3055	1390	2191
ZAR1	1657	1055	672
FRYL	573	1257	877
OCIAD1	673	807	624
OCIAD2	2161	1221	1754
CWH43	431	585	781
DCUN1D4	1341	565	648
LRRC66	5232	5483	6550
SGCB	84	124	92
SPATA18	2409	7769	6165
USP46	17842	22631	20989
ERVMER34-1	1542	809	1249
RASL11B	2629	5573	2215
SCFD2	938	1345	1236
FIP1L1	1989	4275	3803
RP11-231C18.3	1253	359	514
LNX1	2087	1984	1574
CHIC2	213	98	110
GSX2	329	374	235
PDGFRA	504	228	378
KIT	177	507	112
KDR	664	901	853
SRD5A3	781	388	936
TMEM165	416	225	365
CLOCK	4327	3665	2148
PDCL2	3702	3869	2099
NMU	2045	1936	1027
RP11-345F18.1	122	183	20
EXOC1	396	409	185
CEP135	5485	4713	1939
KIAA1211	3628	3148	5012
AASDH	3708	5125	7221
PPAT	579	410	484
PAICS	4249	2032	3602
SRP72	1167	993	1120
ARL9	2440	4390	7246
THEGL	1626	2415	1457
HOPX	757	1806	858
SPINK2	1028	981	585
REST	1372	2541	1043
NOA1	1847	2650	3333
POLR2B	926	492	1427
IGFBP7	3785	2186	916
ADGRL3	192	166	424
TECRL	97	104	32
EPHA5	1480	1309	1172
CENPC	3094	3908	1616
STAP1	7576	6497	5460
UBA6	8691	4355	5142
GNRHR	1036	574	951
TMPRSS11D	896	2103	1434
TMPRSS11A	446	225	159
TMPRSS11F	3385	3038	2319
TMPRSS11B	206	204	398
YTHDC1	4009	1913	3611
TMPRSS11E	145	161	144
UGT2B17	6278	5117	7762
UGT2B15	1789	2714	2791
UGT2B10	2092	3384	2752
UGT2A3	468	443	1046
UGT2B7	5110	3646	5510
UGT2B11	2258	882	2179
UGT2B28	426	150	160
UGT2B4	829	882	1071
UGT2A1	1813	1125	2048
UGT2A2	505	506	1147
SULT1B1	891	460	335
SULT1E1	1083	673	646
CSN1S1	781	273	518
CSN2	283	186	316
STATH	12383	5609	8547
AC063956.1	1590	4327	1667
HTN3	931	1650	1450
HTN1	501	395	433
PRR27	970	1708	1231
ODAM	1100	1422	1539
FDCSP	5237	7149	6000
CSN3	4632	3430	1952
CABS1	6535	9319	5390
SMR3A	1499	6789	4699
SMR3B	768	1416	2364
OPRPN	852	477	1718
MUC7	1923	2254	951
AMTN	333	266	289
AMBN	735	665	1214
ENAM	1757	2031	1162
JCHAIN	10350	7360	4293
UTP3	226	192	111
RUFY3	633	395	526
GRSF1	1123	490	776
MOB1B	6681	4780	3553
DCK	2502	4899	5672
SLC4A4	3205	5858	1732
GC	6962	6532	2952
NPFFR2	4093	7048	5275
ADAMTS3	1196	525	1236
COX18	649	569	528
ANKRD17	216	480	317
ALB	984	1089	1122
AFP	212	241	178
AFM	3722	6007	10154
RASSF6	2788	1827	2230
CXCL8	870	814	422
CXCL6	1367	1731	1879
PF4V1	546	811	1408
CXCL1	3996	3714	4258
PF4	3249	3680	3473
PPBP	3014	1705	1890
CXCL5	6735	4284	5265
CXCL3	2670	3583	2699
CXCL2	1672	2064	1211
MTHFD2L	950	713	2069
EPGN	2267	2545	3767
EREG	1192	1146	1218
AREG	1127	804	931
BTC	3655	2998	3122
PARM1	355	166	123
RCHY1	138	133	346
THAP6	4967	6594	6453
C4orf26	1936	3518	2154
CDKL2	620	390	428
G3BP2	1831	1664	3145
USO1	806	1435	1722
PPEF2	1425	1913	3931
NAAA	1961	7506	5232
SDAD1	2741	1487	1219
AC110615.1	547	791	1334
AC112719.1	519	579	757
CXCL9	61	92	143
ART3	5676	5553	2076
CXCL10	3780	2241	1112
CXCL11	4179	6051	8573
NUP54	1571	800	628
SCARB2	1738	1231	1460
FAM47E	614	1253	813
FAM47E-STBD1	3547	4840	4333
STBD1	641	782	686
CCDC158	3276	2020	3550
SHROOM3	1788	1176	1351
SOWAHB	5003	5040	7552
SEPT11	5313	4106	4695
CCNI	2145	3247	1194
CCNG2	843	365	774
CXCL13	3427	1367	1758
CNOT6L	89	184	142
MRPL1	534	1238	2632
FRAS1	771	1218	934
ANXA3	288	664	682
BMP2K	320	407	714
PAQR3	3096	3767	5282
NAA11	3674	1555	2426
GK2	539	289	471
ANTXR2	813	407	287
PRDM8	2195	2413	1075
FGF5	701	1024	734
C4orf22	508	1012	298
BMP3	2123	2679	2816
PRKG2	694	426	780
RASGEF1B	2368	2869	1370
HNRNPD	533	654	360
HNRNPDL	1229	866	1676
ENOPH1	2362	2993	2397
TMEM150C	1785	2979	3082
SCD5	187	177	284
SEC31A	7190	16085	22767
THAP9	1031	1022	2078
LIN54	1472	2759	2471
COPS4	1765	1095	2902
PLAC8	414	182	107
COQ2	1620	958	727
HPSE	367	755	648
HELQ	5650	3260	3884
MRPS18C	2118	1801	1643
FAM175A	753	1183	1250
GPAT3	1311	1242	1529
NKX6-1	1784	3473	2732
CDS1	1485	1517	1134
WDFY3	1358	3081	5106
ARHGAP24	2666	2033	2123
MAPK10	4139	2546	3113
PTPN13	2322	2665	1961
SLC10A6	695	1550	1174
C4orf36	10	11	26
AFF1	4877	1358	2546
KLHL8	1147	1387	2664
HSD17B13	3270	2157	2112
HSD17B11	797	593	1400
NUDT9	190	271	549
SPARCL1	3652	5453	2199
DSPP	1250	1016	406
DMP1	1526	1723	1798
IBSP	1507	1545	1609
MEPE	3357	4070	2614
SPP1	1128	414	855
PKD2	1839	2141	1998
ABCG2	6901	5846	7877
PPM1K	4133	6217	5072
HERC6	814	457	1655
HERC5	312	176	409
PYURF	192	80	249
HERC3	479	628	685
PIGY	926	1233	1074
NAP1L5	3267	3053	2372
FAM13A	1920	1756	1801
TIGD2	1785	1310	2066
GPRIN3	982	733	1182
SNCA	736	728	1142
MMRN1	591	2082	1490
CCSER1	1657	2362	3243
GRID2	5245	1651	4439
ATOH1	1348	1848	2917
SMARCAD1	3374	4161	3705
HPGDS	5212	4970	1337
PDLIM5	1925	1333	1549
BMPR1B	4075	3828	2556
UNC5C	4935	7073	5717
PDHA2	3042	3243	2274
STPG2	422	157	203
RAP1GDS1	4904	7721	4795
TSPAN5	655	261	494
EIF4E	904	795	1210
METAP1	2895	1650	6086
ADH5	1456	2136	1333
ADH4	523	799	525
ADH6	297	431	484
ADH1A	693	515	807
ADH1B	9075	7673	9452
ADH1C	2189	3117	5213
ADH7	785	645	492
C4orf17	694	1250	3293
TRMT10A	559	470	963
MTTP	5523	14564	7804
RP11-766F14.2	1472	1270	3790
DAPP1	6677	4067	4879
LAMTOR3	8497	4778	11487
DNAJB14	170	105	61
H2AFZ	723	635	562
DDIT4L	2087	3347	5291
EMCN	420	352	281
PPP3CA	550	245	218
BANK1	2708	2001	1600
SLC39A8	7227	9031	3543
NFKB1	1637	1908	1302
MANBA	100	1892	931
UBE2D3	961	1420	837
CISD2	230	226	172
SLC9B1	595	349	557
SLC9B2	2585	3809	4378
BDH2	703	1081	373
CENPE	3363	2988	4749
TACR3	54	138	103
CXXC4	11301	9739	10535
TET2	5	4	9
PPA2	4108	2858	2454
ARHGEF38	597	424	315
INTS12	2121	5362	3177
GSTCD	610	1139	856
NPNT	2327	2474	2225
TBCK	1594	8026	3684
AIMP1	1638	1320	647
GIMD1	1403	1755	1147
DKK2	3923	4795	4972
PAPSS1	697	1623	614
SGMS2	960	850	864
CYP2U1	5018	4709	4495
HADH	76	105	113
LEF1	3460	1198	5037
RPL34	181	134	167
OSTC	675	1321	2272
ETNPPL	256	195	239
COL25A1	5119	1697	1354
SEC24B	152	164	127
CCDC109B	3927	2331	2349
CASP6	217	254	491
PLA2G12A	604	1923	1135
CFI	2117	1459	1820
GAR1	5128	8147	4759
RRH	368	313	274
LRIT3	8824	6702	3918
EGF	1814	2755	2190
ELOVL6	491	498	1108
ENPEP	2888	4414	5673
PITX2	1761	2498	2045
C4orf32	1831	1751	3362
AP1AR	1543	1751	531
TIFA	3214	5337	3697
ALPK1	2299	2561	2447
NEUROG2	1070	1863	1274
ZGRF1	3075	2621	3995
LARP7	790	879	265
ANK2	3880	2538	2005
CAMK2D	755	468	563
ARSJ	6834	3393	3151
UGT8	5202	17707	7967
NDST4	1578	2426	1065
MTRNR2L13	66	102	37
TRAM1L1	1292	1746	384
NDST3	1249	1872	1364
PRSS12	752	1161	1232
METTL14	1150	1449	450
SEC24D	4753	11873	9166
SYNPO2	253	256	202
MYOZ2	954	1675	678
USP53	3581	2842	2166
C4orf3	2474	4537	2706
FABP2	2150	2204	2575
PDE5A	6085	4122	7379
MAD2L1	2539	3504	2421
PRDM5	1917	1521	2330
NDNF	2370	1823	2701
TNIP3	1812	893	977
QRFPR	712	688	1815
ANXA5	841	1654	1402
TMEM155	3224	1695	1152
EXOSC9	2391	777	2721
CCNA2	1078	2197	1047
BBS7	248	531	229
TRPC3	4048	5639	5625
KIAA1109	8200	6486	6682
ADAD1	6316	7823	6106
IL2	1432	1235	2053
IL21	2196	723	2520
BBS12	139	282	123
FGF2	4435	4326	7188
NUDT6	11276	10331	3705
SPATA5	802	170	494
SPRY1	345	477	449
ANKRD50	1516	2076	2287
FAT4	4775	6168	3277
INTU	2307	2546	4624
SLC25A31	1456	3257	1000
HSPA4L	441	962	1598
PLK4	1014	1168	636
MFSD8	6057	11124	2457
ABHD18	7350	10372	7132
LARP1B	289	197	275
PGRMC2	367	400	845
JADE1	2617	3013	6300
SCLT1	3340	2103	4806
C4orf33	3034	669	1961
PCDH10	242	345	192
PABPC4L	80	321	243
PCDH18	49	28	49
SLC7A11	1283	645	1290
NOCT	1508	3443	3582
ELF2	1887	595	2476
MGARP	105	313	381
NDUFC1	1640	1397	774
NAA15	2300	970	688
RAB33B	3319	5936	2142
SETD7	11428	5972	8007
MGST2	1348	976	1474
MAML3	2196	3118	956
SCOC	650	1763	1253
CLGN	3404	3669	2204
MGAT4D	500	1114	1483
ELMOD2	4200	4423	4587
UCP1	6124	5703	4187
TBC1D9	1007	1930	1843
RNF150	6516	2659	1922
ZNF330	145	218	617
IL15	653	1127	1452
INPP4B	2772	2337	2134
USP38	625	314	200
GAB1	5486	5852	3509
SMARCA5	1508	1850	3267
FREM3	2129	3946	4313
GYPE	1299	1242	3908
GYPB	529	403	844
GYPA	1740	2008	8399
HHIP	176	305	176
ANAPC10	683	984	842
ABCE1	4735	4071	7751
OTUD4	580	1102	781
SMAD1	1538	643	633
MMAA	3888	1575	2363
C4orf51	1684	2399	2171
ZNF827	1312	653	503
LSM6	4158	2867	3085
RP11-6L6.2	99	430	160
SLC10A7	15177	10189	20318
POU4F2	703	2103	2562
TTC29	3130	3185	1340
EDNRA	7330	4694	8233
TMEM184C	2346	1061	2060
PRMT9	1076	1357	482
ARHGAP10	1431	1038	1581
NR3C2	12340	4705	5207
RP11-526A4.1	1957	2768	3580
DCLK2	3392	2442	914
LRBA	11347	6600	5208
MAB21L2	2047	2523	4391
RPS3A	1136	686	2030
SH3D19	1703	3228	3955
PRSS48	5316	5452	3727
FAM160A1	2530	2087	1104
GATB	3202	2718	2782
FBXW7	172	55	74
TMEM154	6525	5327	9277
TIGD4	2368	2606	2514
ARFIP1	774	624	977
FHDC1	395	563	502
TRIM2	3623	1287	7510
MND1	703	366	496
