#gene	sample4	sample5	sample6	sample7	sample8	sample9
KIF1A	8399	7309	5991	6354	7995	3477
AGXT	5109	4261	6957	6349	5788	5865
C2orf54	3182	4767	4146	6134	7222	3003
CROCC2	1090	1416	1312	1192	1345	1926
SNED1	4271	11145	3987	3954	4081	3095
MTERF4	150	127	75	169	142	94
PASK	930	1281	1282	620	1393	1248
PPP1R7	1678	1623	1920	2177	1874	1761
ANO7	2403	5107	4465	2501	3822	4968
HDLBP	1030	2774	1605	2040	2236	1509
SEPT2	434	591	360	417	239	240
FARP2	3791	4048	5797	2083	6305	2694
STK25	3050	4061	3425	1980	3967	3196
BOK	398	272	356	337	190	401
THAP4	146	71	135	88	132	190
ATG4B	862	641	328	1156	1651	1769
DTYMK	1026	1888	715	875	1088	1451
ING5	7178	3939	8782	6064	7068	8735
D2HGDH	1372	8437	7559	4340	3019	2540
GAL3ST2	1519	3275	3477	1890	1626	3064
NEU4	3556	5050	6021	2266	3362	3889
PDCD1	4424	3120	4788	6847	1795	5293
RTP5	2251	2335	6702	5794	3536	6316
AC131097.4	2479	1557	1326	2466	1375	1818
CHL1	214	240	250	59	123	318
CNTN6	465	375	387	346	595	784
CNTN4	2894	3044	1013	2442	4476	2349
IL5RA	663	687	1856	1388	513	1264
TRNT1	12752	11800	4803	10375	12835	12227
AC024060.1	174	140	93	114	97	178
CRBN	7778	5533	6234	7603	3705	3930
SUMF1	564	494	332	323	465	516
LRRN1	3961	2499	1395	2012	3227	2877
SETMAR	32	36	27	42	27	26
ITPR1	1514	1087	893	960	831	940
BHLHE40	2545	3935	5571	5988	4646	4158
ARL8B	3165	6351	4446	4766	3835	4314
EDEM1	217	129	278	246	496	426
GRM7	1777	950	3247	2704	1382	1942
LMCD1	1099	1581	1404	1423	1778	1081
SSUH2	1104	1508	1021	1568	827	948
CAV3	4754	4812	2955	2236	2738	1259
OXTR	858	900	1620	1400	1689	851
RAD18	5399	5366	7525	5388	5389	7196
SRGAP3	425	476	1708	669	466	616
THUMPD3	230	237	158	69	191	404
SETD5	2771	2815	4834	2890	2578	3886
LHFPL4	977	274	869	557	304	555
MTMR14	679	1558	1576	1019	1159	2289
CPNE9	6285	4181	6846	5992	5088	5338
BRPF1	143	251	156	234	194	173
OGG1	9343	2632	5680	3337	3316	8027
CAMK1	987	821	605	965	836	1040
TADA3	2372	1402	5197	1017	3904	1720
ARPC4	3465	1757	2720	1779	1146	1501
ARPC4-TTLL3	508	663	533	562	494	281
TTLL3	702	1334	849	757	469	825
RPUSD3	713	285	190	293	109	187
CIDEC	829	1495	395	883	1008	1269
JAGN1	419	764	436	569	605	889
IL17RE	3438	4166	4208	1379	1543	4525
IL17RC	6883	6473	7176	5637	5444	3996
CRELD1	82	297	219	447	201	136
PRRT3	383	252	336	527	352	503
EMC3	111	108	130	112	26	90
FANCD2	986	909	571	693	515	1397
FANCD2OS	14454	6920	19026	25210	19305	18192
BRK1	2216	2296	2430	2912	974	2888
VHL	372	350	687	284	488	586
IRAK2	8519	16654	11456	6903	9744	3317
TATDN2	1940	2262	1513	1657	1238	1536
RP11-438J1.1	8892	12423	7609	12541	7317	11145
GHRL	701	600	851	1040	446	942
SEC13	5569	3756	2973	9952	3260	4397
ATP2B2	3658	4370	3955	2534	3848	4007
SLC6A11	4808	2501	3834	3964	1818	3034
SLC6A1	235	70	149	163	187	108
HRH1	170	449	298	483	270	115
ATG7	2715	3627	3103	2343	3016	2752
VGLL4	3289	4703	2654	4630	3082	3993
TAMM41	2205	3236	2570	7413	3877	1831
SYN2	3026	2317	1216	1513	2365	1013
TIMP4	2546	839	2125	1775	1491	3144
PPARG	955	1802	4082	4355	5978	1589
TSEN2	432	169	513	461	444	485
MKRN2OS	4339	5473	2724	3509	3646	4966
MKRN2	999	1087	818	1084	1025	1121
RAF1	6361	10271	7942	7313	7606	7789
TMEM40	3365	7018	4644	5077	8304	1869
CAND2	2602	2065	1918	2330	1925	1258
RPL32	3487	1898	4052	4319	4247	1954
IQSEC1	1567	1390	1073	1198	1179	427
NUP210	641	419	1119	743	939	1248
HDAC11	6323	3477	3207	9453	5592	2331
FBLN2	2808	3055	2819	2133	2305	3197
WNT7A	3035	6699	4800	3374	3775	4463
CHCHD4	334	273	284	339	294	306
TMEM43	123	188	67	69	137	54
RP11-434D12.1	234	183	156	305	234	106
XPC	22548	12915	13568	13057	8337	4245
LSM3	958	1632	1383	701	1885	1517
SLC6A6	308	129	192	225	432	334
GRIP2	790	464	567	1126	762	675
CCDC174	12688	7426	10385	5714	2552	9131
C3orf20	419	657	759	924	964	599
FGD5	2623	2358	2815	3199	2212	4178
NR2C2	2366	2937	1993	1452	3171	1866
MRPS25	602	307	192	489	605	553
RBSN	459	669	763	818	1214	1035
CAPN7	13702	10438	5965	8483	15240	14805
SH3BP5	166	234	122	297	86	179
METTL6	593	1078	689	716	972	664
EAF1	632	1290	474	555	769	494
COLQ	2811	3365	3270	3126	2386	1658
HACL1	410	560	439	740	427	430
BTD	3597	2824	3049	5721	3910	3332
ANKRD28	2147	2419	2720	3152	1444	2123
GALNT15	455	483	497	166	515	467
DPH3	1108	962	826	2017	991	784
OXNAD1	1613	771	2322	884	875	2059
RFTN1	2686	4433	2228	1787	3241	2417
DAZL	12157	12239	7047	3988	5118	3573
PLCL2	303	533	316	209	233	368
TBC1D5	185	440	256	737	702	384
SATB1	258	319	304	263	433	301
KCNH8	9792	2507	10769	13583	10178	7745
EFHB	433	401	361	423	390	281
RAB5A	2730	1373	1888	1600	2758	1521
PP2D1	3558	3515	1668	3068	2504	4971
KAT2B	559	774	756	620	847	1391
SGO1	2567	3175	2612	1884	4780	1970
ZNF385D	3627	1493	1580	2691	2568	2099
UBE2E2	6380	9856	10343	7534	8613	6562
UBE2E1	1433	2581	1164	2316	4919	3916
NKIRAS1	1234	878	916	858	891	931
RPL15	3072	3369	7340	4567	3780	1969
NR1D2	947	1043	959	327	830	726
THRB	4393	7226	9439	3944	2711	4603
RARB	1184	1597	339	1567	2271	326
TOP2B	291	413	352	742	574	489
NGLY1	793	797	996	850	925	711
OXSM	631	494	1456	960	713	386
LRRC3B	726	1060	286	486	490	324
NEK10	764	537	752	586	879	660
SLC4A7	1157	1446	1357	1686	1225	623
EOMES	310	418	282	67	744	384
CMC1	1759	1105	891	2074	1959	1469
AZI2	50	33	31	27	28	83
ZCWPW2	6480	6456	6650	6533	6948	7250
RP11-9J18.1	1036	1387	1241	2826	1531	1063
RBMS3	3002	4400	1091	3418	1895	3520
TGFBR2	6753	9145	6773	3852	6842	2372
GADL1	884	1304	1297	672	1721	606
STT3B	701	758	518	755	426	933
OSBPL10	175	118	140	251	238	233
ZNF860	3473	1462	2280	2818	3992	3133
GPD1L	73	24	50	68	62	51
CMTM8	3283	4297	5393	1763	2432	1343
CMTM7	574	299	196	372	394	406
CMTM6	3534	7815	5450	2220	4011	5615
DYNC1LI1	883	1580	801	1037	990	1636
CNOT10	5802	13979	8582	13954	15428	13155
TRIM71	2064	1531	3664	3155	3674	5204
CCR4	6099	2606	2715	3530	5221	3716
GLB1	7087	5693	16252	10263	7622	8521
TMPPE	2686	1753	439	1595	1503	1003
CRTAP	2125	1147	511	597	678	1171
SUSD5	1484	4070	1748	2349	2259	1223
FBXL2	1382	3636	3370	4009	2660	4702
UBP1	569	837	1226	1133	1850	1113
CLASP2	1077	1382	1229	1071	1156	1093
PDCD6IP	2238	1646	1290	695	1215	1235
ARPP21	511	550	1457	1180	780	1132
STAC	127	218	166	140	68	140
DCLK3	1497	869	1283	1960	1412	2141
TRANK1	2737	3294	8630	4124	2548	9231
EPM2AIP1	1310	3634	3723	2757	4813	4237
MLH1	8848	7626	4899	5425	3545	10129
LRRFIP2	1924	1017	2536	1209	1960	4728
GOLGA4	267	1220	2118	1333	1345	3078
ITGA9	787	955	565	1772	1086	700
CTDSPL	2235	3865	3873	3509	3197	6120
VILL	652	984	350	220	798	865
PLCD1	4951	3268	3307	3080	4122	3837
DLEC1	1733	1899	438	859	688	963
ACAA1	6314	14471	13131	6025	17184	5894
MYD88	1064	896	817	542	1468	1163
OXSR1	12796	12274	23520	7140	11844	20918
SLC22A13	2383	1421	2071	3426	1238	1369
SLC22A14	1680	1880	2304	1158	2779	2157
XYLB	7809	9851	3908	3796	10109	4648
ACVR2B	203	217	345	237	364	336
EXOG	2757	3526	3317	5454	4118	3122
SCN5A	6345	7329	8214	8162	7474	8790
SCN10A	13477	9991	13780	4353	6250	5220
SCN11A	3705	5644	8074	2694	6565	5229
WDR48	1974	759	1831	1883	1553	1334
GORASP1	4540	3679	1998	1531	2657	4464
TTC21A	353	160	268	350	488	709
CSRNP1	1341	2121	2586	1194	1640	1344
XIRP1	5749	5950	5691	2937	5157	3751
CX3CR1	3327	6163	3984	8710	5217	5858
CCR8	5534	6440	9871	10574	6703	4152
SLC25A38	2573	2911	1866	1964	3477	3734
RPSA	8944	11698	3091	17563	4219	2966
MOBP	1743	2007	1735	3786	1907	3915
MYRIP	3930	3550	1734	1680	1725	2832
EIF1B	1119	300	676	536	303	833
ENTPD3	527	400	784	662	713	677
RPL14	5835	4373	5470	2893	4871	7177
ZNF619	2587	5397	1809	3387	2582	3008
ZNF620	712	168	227	473	476	560
ZNF621	3480	9830	8377	8650	10596	10049
CTNNB1	363	198	236	244	617	337
ULK4	614	616	292	1055	688	499
TRAK1	666	1427	715	1262	1580	1111
CCK	898	1363	825	909	2432	1489
LYZL4	2546	4818	3112	2877	2958	1742
VIPR1	3792	5781	8155	5595	4533	3751
SEC22C	2039	1748	2149	2502	827	797
SS18L2	4417	3117	3283	2523	2484	2705
NKTR	3447	3243	4527	4747	5237	4136
ZBTB47	1975	667	4440	2820	1910	2430
KLHL40	526	399	760	753	1007	198
CCDC13	239	734	1319	743	1046	785
HHATL	1228	2039	2246	943	1073	2021
RP4-613B23.5	785	1044	2023	433	959	574
HIGD1A	2911	2733	2051	2438	3742	2404
ACKR2	30	25	40	54	17	60
RP11-136C24.3	1724	2683	1864	1691	1456	1078
KRBOX1	3572	1906	1815	3497	2782	2953
CYP8B1	1669	2719	3500	1279	1082	2684
ZNF662	2202	2093	5191	2092	1774	2948
FAM198A	3282	5836	6382	5537	4899	3521
POMGNT2	2447	3484	4897	2126	2287	1856
SNRK	1090	1070	1604	1864	879	1257
ANO10	143	250	276	266	150	142
ABHD5	6444	3635	3340	5982	6326	3306
TOPAZ1	1818	2880	2807	1563	2025	6960
TCAIM	3950	3310	1345	6075	3326	5079
LINC00694	1493	799	637	962	704	592
ZNF445	7042	6148	2088	3995	5388	4827
ZNF852	6230	10151	13472	25863	7312	3142
ZKSCAN7	1483	3022	2463	1442	2409	1712
ZNF660	215	181	103	256	77	126
ZNF197	428	663	1092	1442	509	886
ZNF35	5142	5255	4272	2604	3193	4324
ZNF502	3174	4860	3813	2013	2692	7380
ZNF501	147	167	124	254	148	224
KIAA1143	2536	6488	3807	6581	8142	7183
KIF15	3895	1891	2056	4531	2283	3288
TMEM42	2650	1844	556	1572	2489	1217
TGM4	575	471	431	637	1071	802
ZDHHC3	5117	7449	6340	6116	5170	6649
EXOSC7	101	178	92	43	140	74
CLEC3B	234	377	695	385	488	405
CDCP1	895	721	585	476	1095	1210
TMEM158	3209	2088	1028	2199	1455	1088
LARS2	756	711	509	928	895	497
LIMD1	1493	3161	6863	4814	4204	8310
SACM1L	567	1018	828	1474	2165	1435
SLC6A20	1292	2253	1593	1369	2233	534
LZTFL1	4579	9150	5335	6863	9982	7071
CCR9	1411	1876	1670	620	1735	1157
FYCO1	9415	5990	7618	5004	4306	3406
CXCR6	1085	1091	1064	896	599	703
XCR1	25961	15387	6777	6888	17149	9284
CCR3	2809	936	2315	2597	2805	2718
CCR1	897	1742	1568	487	900	927
CCR2	1583	2114	730	886	1032	1047
CCR5	1595	1254	2417	2062	2721	1006
CCRL2	6127	3792	3712	2173	2333	3676
LTF	85	87	133	77	82	28
RTP3	5449	2528	3226	1877	2738	2694
LRRC2	1365	977	472	1526	757	1771
TDGF1	2695	724	1706	1273	1030	1216
AC104304.4	1086	1034	1060	440	1609	2040
ALS2CL	1712	1377	4824	2984	2891	1982
TMIE	191	212	338	218	250	278
PRSS50	1717	2330	1937	2115	2546	1339
PRSS46	4109	4709	9091	4632	4664	4268
PRSS45	1495	594	801	854	1203	482
PRSS42	12246	6523	4676	9826	8379	9107
MYL3	2242	1990	3330	2139	5483	2763
PTH1R	2717	3780	2354	1050	6404	1547
CCDC12	4493	2553	2888	3911	8447	5135
NBEAL2	614	532	929	268	357	276
SETD2	4882	6360	4374	2314	10335	1535
KIF9	446	1199	837	645	1095	469
KLHL18	3589	5040	5949	5025	5506	7056
PTPN23	1733	1016	951	3800	1791	1897
SCAP	2679	4274	4217	1630	3155	3911
ELP6	326	124	232	203	462	339
CSPG5	1110	1799	2658	1714	2301	2575
SMARCC1	76	57	23	40	91	48
DHX30	1985	1366	1826	945	1484	1584
MAP4	4160	4904	2918	1636	7416	3255
CDC25A	87	87	112	227	172	57
CAMP	4595	4137	5781	2609	2473	4014
ZNF589	593	1853	709	1701	1078	1169
NME6	1491	704	421	703	1024	897
SPINK8	954	242	400	390	695	269
FBXW12	40	71	66	59	47	44
PLXNB1	398	1214	1017	1062	698	843
CCDC51	1620	2404	1526	2733	3028	1884
TMA7	2517	2279	1527	4084	3900	2677
ATRIP	2081	1167	1910	2037	2865	2068
TREX1	1191	989	1333	682	465	923
SHISA5	262	1341	1350	715	598	1155
PFKFB4	558	913	928	412	982	368
UCN2	4261	4650	4969	3584	6194	3950
COL7A1	1399	1079	771	1107	647	1133
UQCRC1	1224	1559	1017	1414	1822	476
TMEM89	839	1407	1629	1120	1661	303
SLC26A6	238	435	393	542	375	387
CELSR3	225	182	281	248	391	125
NCKIPSD	1998	975	709	2073	2226	1621
IP6K2	10655	5758	6622	7499	5607	12374
PRKAR2A	425	960	955	793	716	886
SLC25A20	4528	2769	1083	4517	2955	2149
ARIH2OS	12180	11716	6425	13011	5511	12701
ARIH2	1368	1723	2785	2727	1115	1684
P4HTM	444	311	390	567	709	597
WDR6	3517	1394	3151	6548	2525	2814
DALRD3	3215	9199	3583	7793	2717	5813
NDUFAF3	9940	2662	11936	9678	4150	7141
IMPDH2	8574	4081	8689	14201	4869	5671
QRICH1	318	1040	334	363	821	665
QARS	112	122	229	148	105	171
USP19	1411	339	2214	1204	1432	765
LAMB2	2264	2372	2838	2693	4205	4676
CCDC71	4926	6790	9817	9626	6119	10233
KLHDC8B	385	510	384	511	213	331
C3orf84	2492	4930	2191	1702	2913	3995
CCDC36	129	273	336	257	238	196
C3orf62	1799	1081	1084	1965	942	1818
USP4	572	749	424	709	634	1414
GPX1	3422	4578	4070	2912	1038	3516
RHOA	1458	2515	1496	2462	1990	1787
TCTA	18499	14163	23189	12899	20129	5017
AMT	867	986	1850	742	1483	609
RP11-949J7.8	15934	6714	7627	6854	7245	4407
NICN1	1260	1693	2706	1542	919	2272
DAG1	5686	7650	4762	4013	7638	4175
BSN	463	206	508	501	254	472
APEH	4518	5790	6520	4921	7108	5970
MST1	1891	1686	753	1115	1245	1470
RNF123	1218	4187	2294	2133	836	1056
AMIGO3	195	128	87	125	153	125
GMPPB	961	698	323	695	316	510
IP6K1	228	242	415	110	349	367
CDHR4	49	110	78	94	137	75
FAM212A	157	358	317	208	243	472
UBA7	235	288	804	745	566	428
TRAIP	831	531	220	688	1048	295
CAMKV	1651	3091	2397	3315	5288	1437
MST1R	1716	845	1286	1585	3074	3080
MON1A	1778	1802	1606	2280	1093	1016
RBM6	1235	1566	1722	1205	1066	545
RBM5	4131	2181	3096	2896	4122	3289
SEMA3F	8410	8322	14381	4445	7948	7986
GNAT1	749	309	473	508	762	868
SLC38A3	141	1058	146	182	404	349
GNAI2	1918	1844	8401	6631	6067	4715
SEMA3B	912	2259	1189	1309	923	869
LSMEM2	856	356	613	1445	519	243
IFRD2	1467	2892	5642	2497	3341	2104
HYAL3	2332	1829	3516	4511	1598	2623
NAT6	1843	3440	2088	2769	2095	1906
HYAL1	808	891	860	426	1216	827
HYAL2	5278	3284	3663	4317	2265	2498
TUSC2	2277	1686	2312	1645	1423	1608
RASSF1	2880	2434	1671	1081	1891	1133
ZMYND10	7273	5695	5505	12277	8429	4973
NPRL2	159	206	190	583	177	682
CYB561D2	5785	7955	3993	4550	5106	7254
XXcos-LUCA11.5	10	17	27	16	11	7
TMEM115	1044	1526	397	898	1278	1970
CACNA2D2	6289	7587	5057	9354	5682	4458
C3orf18	12453	13456	12936	11421	10531	6512
HEMK1	6599	9680	6975	4632	8097	11787
CISH	3751	7434	3958	8157	6396	5273
MAPKAPK3	2618	3615	3595	4019	4853	1587
DOCK3	2422	2094	5613	3379	4662	5798
MANF	2580	5386	5398	4719	2479	4632
RBM15B	10435	15300	12658	8637	6927	12033
DCAF1	2274	1826	2778	2943	3608	4215
RAD54L2	341	316	348	343	170	574
TEX264	77	258	113	74	158	171
GRM2	2790	1318	1971	1737	991	2153
IQCF6	715	1046	1412	1556	795	930
IQCF3	1484	2545	1595	989	874	1262
IQCF2	3513	1771	3578	4811	6012	5115
IQCF5	1046	1662	1134	1068	996	884
IQCF1	1754	848	1701	1012	1683	1957
RRP9	587	805	378	1251	784	357
PARP3	7391	4524	4826	5958	4256	4186
GPR62	2258	1173	1112	1371	1505	1415
PCBP4	756	670	813	778	854	1110
ABHD14B	9817	9219	4414	6178	7514	9439
ABHD14A	3428	2920	3281	2868	1590	871
ABHD14A-ACY1	2895	2875	1571	4973	4427	3966
ACY1	3643	4933	5956	4960	1933	3500
RPL29	2508	2763	2870	4313	2568	3649
DUSP7	10967	9863	11594	12644	7842	18906
POC1A	1281	689	1092	648	607	683
ALAS1	159	127	263	219	156	256
TLR9	1061	691	1775	1247	823	1032
RP11-330H6.5	959	479	833	455	261	733
TWF2	3978	3394	2892	2630	2046	2766
PPM1M	2914	4496	3794	2660	3563	4315
WDR82	834	628	1074	599	558	368
GLYCTK	6379	5893	6432	15142	8037	8748
DNAH1	72	90	105	42	82	62
BAP1	851	378	736	915	623	791
PHF7	517	377	329	601	837	744
SEMA3G	2876	1403	2173	928	1484	2299
TNNC1	4682	11083	6820	3654	6146	8827
NISCH	117	97	113	43	175	172
STAB1	65	47	110	58	89	77
NT5DC2	4907	3335	3685	7633	6006	3121
SMIM4	4053	2939	3287	5600	3350	2582
PBRM1	6613	3840	5158	5043	6862	5954
GNL3	564	795	534	274	399	603
GLT8D1	345	371	735	403	328	705
SPCS1	711	726	1024	1042	2221	2865
NEK4	400	702	557	341	537	719
ITIH1	177	494	318	363	201	387
ITIH3	6179	7735	6712	10812	8881	3824
ITIH4	2971	5596	3482	3743	1907	2435
RP5-966M1.6	1627	1827	1195	1779	469	682
MUSTN1	537	735	345	523	695	649
TMEM110-MUSTN1	14625	14103	6740	15637	6983	9248
TMEM110	389	1020	440	938	1361	798
SFMBT1	4919	7159	8637	4507	2855	4217
RP11-894J14.5	840	545	314	554	574	774
RFT1	767	755	1379	929	1132	1485
PRKCD	4170	3522	5603	7237	8592	6701
TKT	2190	3781	6191	3458	2730	3198
DCP1A	3816	8865	7677	7415	4356	1601
CACNA1D	4129	1578	3871	2340	3890	5973
CHDH	3629	3407	3688	2846	1420	1574
IL17RB	571	585	459	335	425	316
ACTR8	3384	6398	3055	1612	2652	2796
SELK	12	4	14	15	4	3
CACNA2D3	6577	8270	4670	9516	6656	6910
LRTM1	947	628	769	638	992	398
WNT5A	1737	972	765	579	854	952
ERC2	3347	2485	3925	2228	1497	2717
CCDC66	9030	3906	9569	6610	6011	5884
FAM208A	2785	3388	3770	2214	4177	3409
ARHGEF3	105	302	340	375	565	277
SPATA12	10696	6093	9901	4770	11503	7733
IL17RD	641	400	358	637	482	540
HESX1	1134	1186	1201	1507	1558	1724
APPL1	206	51	104	100	131	67
ASB14	2242	2032	4542	4000	6181	7198
DNAH12	9063	6299	5045	7842	12427	4050
PDE12	915	680	978	382	955	415
ARF4	1144	2040	1359	1938	903	1986
DENND6A	952	1987	1105	2546	2476	3860
SLMAP	6159	4020	7676	3357	1084	3188
FLNB	457	153	348	446	356	199
DNASE1L3	1236	366	510	242	737	792
ABHD6	4651	7530	2687	5639	4327	3726
RPP14	6380	4147	6179	5270	10219	3391
RP11-80H18.3	3337	2647	1213	4848	4648	1551
PXK	624	887	747	384	955	431
PDHB	3514	2560	3426	4946	2600	4065
KCTD6	224	247	313	478	318	255
ACOX2	774	944	1571	2239	1444	1078
FAM107A	1656	1423	2548	2144	1650	1860
FAM3D	4335	512	1730	2698	2006	1500
C3orf67	2783	1586	1047	1049	2083	2375
FHIT	167	154	161	363	203	191
PTPRG	13801	14140	3420	13256	8584	7264
C3orf14	352	467	425	336	516	249
FEZF2	2147	2478	2230	1886	1181	3788
CADPS	164	94	144	74	134	195
SYNPR	306	682	443	190	499	265
SNTN	4783	4217	1313	4549	6997	3227
C3orf49	2790	3210	2474	3983	1454	1981
THOC7	2842	3356	2518	2449	2888	2807
ATXN7	852	507	539	515	684	739
PSMD6	1145	1971	2585	3312	3143	1210
PRICKLE2	1909	734	1934	1369	2323	2548
ADAMTS9	665	1380	1351	2041	1872	1096
MAGI1	2401	3855	2718	2642	1731	2843
SLC25A26	73	52	63	119	42	26
LRIG1	564	556	375	490	1045	501
KBTBD8	720	1726	1551	2300	2684	1193
SUCLG2	981	1702	1088	2597	1875	1139
FAM19A1	5578	7139	7691	4182	9448	4299
FAM19A4	984	708	399	500	263	310
EOGT	3922	4124	3455	7666	4069	3878
TMF1	722	2461	2144	2541	1350	2183
UBA3	1067	3635	2044	795	2137	1862
ARL6IP5	2190	1977	2310	4739	2210	1060
LMOD3	5577	1997	5062	3293	1706	3146
FRMD4B	885	944	1266	1063	773	2206
MITF	2025	2896	3053	2710	1999	3054
RP11-231I13.2	1281	1260	913	2167	415	1726
FOXP1	1060	1422	1344	1237	1470	1095
EIF4E3	1489	533	1136	1754	1114	1021
GPR27	801	732	605	675	531	599
PROK2	2751	2713	3787	4994	3845	2871
RYBP	2970	3835	1910	1824	1217	2969
SHQ1	1090	1195	1058	1555	1110	1648
GXYLT2	1154	2269	723	1749	1333	1251
PPP4R2	5839	4327	5437	4311	10868	4919
EBLN2	1358	1331	1376	1956	1659	1674
PDZRN3	2491	2190	3480	1862	2849	2600
CNTN3	1053	771	763	1128	1402	927
FRG2C	4218	2921	6140	5973	2837	3181
ZNF717	13050	13431	5387	8537	6162	9378
ROBO2	11688	6008	3749	7100	3448	6120
ROBO1	721	448	597	830	647	906
GBE1	2648	842	1930	1925	1742	2126
CADM2	6821	6631	5301	4966	5151	2309
VGLL3	5929	4396	11266	4281	8540	10719
CHMP2B	182	689	471	988	477	200
POU1F1	8495	5639	1998	5703	4442	11711
HTR1F	2327	833	705	1509	4144	1108
CGGBP1	201	237	89	313	182	176
ZNF654	963	1594	1037	894	735	2740
C3orf38	911	1048	1490	651	1100	1128
RP11-249L12.1	10281	8458	6531	3947	4009	12179
EPHA3	149	181	91	151	380	169
PROS1	567	444	559	1112	530	538
ARL13B	10077	4334	10524	7064	4617	9732
STX19	4285	7323	5013	5380	5218	3961
DHFRL1	2641	15832	6236	6156	2838	7467
NSUN3	43	40	157	64	127	66
MTRNR2L12	1609	1528	1265	2233	3605	1870
EPHA6	1261	2434	2831	3946	2416	1777
ARL6	12078	13907	8466	10334	17926	16989
CRYBG3	4484	3149	3430	5568	6565	2590
MINA	397	397	167	205	217	342
GABRR3	262	208	248	230	259	128
OR5AC2	2572	1716	3279	1864	1965	2012
OR5H1	2324	458	1754	2229	451	3008
OR5H14	6899	5764	4126	3371	6160	5823
OR5H15	4008	1749	1628	2644	2704	2872
OR5H6	3748	3298	2645	841	1672	2047
OR5H2	538	962	1103	1261	857	1101
OR5K4	54	78	114	72	114	84
OR5K3	14187	9442	12486	4917	9367	14554
OR5K1	22521	13040	14231	14174	5680	10835
OR5K2	1577	1959	1372	2109	1008	1460
CLDND1	6828	14946	8224	15017	11098	10416
CPOX	11	23	13	8	8	12
GPR15	3443	2610	4098	3333	4928	4111
ST3GAL6	1458	1572	1380	1470	1492	1570
DCBLD2	6055	8356	4478	3891	9346	5796
COL8A1	208	210	198	131	70	88
CMSS1	303	197	173	215	268	240
FILIP1L	3535	2654	1124	2025	2447	2714
TBC1D23	1196	959	1728	1183	1503	1632
NIT2	1223	1094	987	1455	638	1338
TOMM70	10260	4150	13151	8235	4410	7053
LNP1	2002	1958	2702	3014	2818	5610
TMEM45A	645	452	820	656	993	586
ADGRG7	1421	1166	1485	989	1267	1583
TFG	15718	15901	12067	15546	19485	9478
ABI3BP	4806	5835	2649	4904	3862	2985
IMPG2	456	498	683	383	760	672
SENP7	1592	2040	3218	2127	2811	1783
TRMT10C	20258	11897	4216	10594	7138	6372
PCNP	2838	2177	1442	3113	2090	601
ZBTB11	6360	6650	7878	5798	12297	22886
RPL24	2998	2538	4413	1880	3501	2168
CEP97	702	429	850	626	1207	788
NXPE3	3382	3244	2948	1190	1832	2755
NFKBIZ	32	34	18	15	36	63
ZPLD1	1966	2082	3093	2447	2818	3132
ALCAM	6831	2575	3576	8033	6070	3804
CBLB	3808	4848	5182	7231	5793	5011
CCDC54	4920	3617	5789	5941	3628	4197
BBX	2585	3269	4526	3392	1879	1656
CD47	5105	4387	5044	6153	4059	5178
IFT57	1607	4001	1124	3471	3514	2783
HHLA2	6304	3563	1921	2649	2843	2323
MYH15	2464	1995	1780	2758	3176	3166
KIAA1524	7391	10410	3436	9035	14949	9821
AC069499.1	6447	3177	4174	5985	4400	7932
DZIP3	1857	816	1540	2588	1197	1833
RETNLB	896	1166	428	829	828	455
TRAT1	1945	2705	2627	2069	2557	1658
GUCA1C	2333	2649	665	1047	3253	503
MORC1	990	3932	2287	1895	2706	1174
FLJ22763	186	180	263	346	395	189
DPPA2	7556	6824	8673	6895	7180	5185
DPPA4	11946	8253	6098	5861	4886	1706
NECTIN3	544	813	271	729	561	570
CD96	2264	826	1012	450	1278	1014
ZBED2	0	0	0	0	0	0
PLCXD2	3982	3038	1945	3581	2521	1697
PHLDB2	961	335	505	316	360	307
ABHD10	1366	3963	3102	1117	4030	2045
TAGLN3	6	31	12	27	7	6
TMPRSS7	1028	660	959	523	292	678
C3orf52	6291	4585	7288	2277	3740	1389
GCSAM	2818	1637	5231	3627	3083	4825
SLC9C1	10418	7829	10232	4897	6161	10356
CD200	5113	3613	5457	4778	2583	2606
BTLA	4494	1815	2921	2162	2829	4192
ATG3	4	4	16	27	16	8
SLC35A5	7001	4115	12662	7415	10987	4176
CCDC80	3946	5262	2456	2915	5315	1509
CD200R1L	1956	1302	4015	2287	975	1386
CD200R1	8011	8059	11884	5275	7983	3661
GTPBP8	61	151	223	81	48	120
NEPRO	3135	3605	2454	2152	2544	1163
BOC	612	624	1527	535	860	1049
CFAP44	438	623	431	677	916	402
AC026348.1	30	10	15	28	28	10
SPICE1	691	358	529	870	540	807
SIDT1	465	622	689	604	979	981
USF3	2933	3428	3011	3759	4061	2012
NAA50	2720	1451	3037	4014	4533	6582
ATP6V1A	2616	2928	3169	2381	1721	2236
GRAMD1C	6074	4622	9826	5713	6093	5701
ZDHHC23	4390	3994	2984	4864	3648	3795
CCDC191	303	640	274	543	325	357
QTRT2	96	265	110	125	120	81
DRD3	3434	5142	3578	1806	2535	3217
ZNF80	3624	6958	4684	4687	8714	5758
TIGIT	1522	876	1162	1337	925	598
ZBTB20	2634	4714	1965	2607	4891	3784
AC069063.1	2281	1208	2164	636	1550	870
AC069063.2	239	450	322	194	615	391
GAP43	689	1314	923	596	598	1403
LSAMP	748	1579	575	1395	2922	1422
IGSF11	3343	1113	3931	2145	1194	1779
C3orf30	695	686	446	759	141	565
